"","SCHOOL.CODE","PUBLIC..PRIVATE","Public.School.District.ID","PUBLIC.SCHOOL.DISTRICT","CITY","COUNTY","SCHOOL.NAME","ENROLLMENT","UP_TO_DATE","CONDITIONAL","PME","PBE_BETA","DTP","POLIO","MMR","HEPB","VARICELLA","REPORTED","DTP_Perc","POLIO_Perc","MMR_Perc","HEPB_Perc","UP_TO_DATE_Perc","CONDITIONAL_Perc"
"3469",108027,"PUBLIC","627180","NEWHALL","VALENCIA","LOS ANGELES","OAK HILLS ELEMENTARY",76,71,1,0,4,71,71,72,72,72,"Y",93.421052631579,93.421052631579,94.7368421052632,94.7368421052632,93.421052631579,1.31578947368421
"3470",6020796,"PUBLIC","627180","NEWHALL","NEWHALL","LOS ANGELES","NEWHALL ELEMENTARY",122,119,1,0,2,119,120,120,120,120,"Y",97.5409836065574,98.3606557377049,98.3606557377049,98.3606557377049,97.5409836065574,0.819672131147541
"3471",6020804,"PUBLIC","627180","NEWHALL","NEWHALL","LOS ANGELES","PEACHLAND AVENUE ELEMENTARY",95,83,11,0,1,83,83,86,93,94,"Y",87.3684210526316,87.3684210526316,90.5263157894737,97.8947368421053,87.3684210526316,11.5789473684211
"3472",6020812,"PUBLIC","627180","NEWHALL","NEWHALL","LOS ANGELES","WILEY CANYON ELEMENTARY",89,88,1,0,0,88,89,89,89,89,"Y",98.876404494382,100,100,100,98.876404494382,1.12359550561798
"3473",6066773,"PUBLIC","627180","NEWHALL","VALENCIA","LOS ANGELES","OLD ORCHARD ELEMENTARY",67,62,1,0,4,63,63,62,63,63,"Y",94.0298507462687,94.0298507462687,92.5373134328358,94.0298507462687,92.5373134328358,1.49253731343284
"3474",6095442,"PUBLIC","627180","NEWHALL","VALENCIA","LOS ANGELES","MEADOWS ELEMENTARY",88,86,0,0,2,86,86,86,86,86,"Y",97.7272727272727,97.7272727272727,97.7272727272727,97.7272727272727,97.7272727272727,0
"3475",6107171,"PUBLIC","627180","NEWHALL","VALENCIA","LOS ANGELES","VALENCIA VALLEY ELEMENTARY",87,82,5,0,0,84,84,85,86,86,"Y",96.551724137931,96.551724137931,97.7011494252874,98.8505747126437,94.2528735632184,5.74712643678161
"3476",6113047,"PUBLIC","627180","NEWHALL","STEVENSON RANCH","LOS ANGELES","STEVENSON RANCH ELEMENTARY",73,68,4,0,1,71,71,70,70,71,"Y",97.2602739726027,97.2602739726027,95.8904109589041,95.8904109589041,93.1506849315068,5.47945205479452
"3477",101188,"PUBLIC","627200","NEWMAN-CROWS LANDING UNIFIED","NEWMAN","STANISLAUS","HUNT ELEMENTARY",92,80,10,0,2,80,80,80,90,90,"Y",86.9565217391304,86.9565217391304,86.9565217391304,97.8260869565217,86.9565217391304,10.8695652173913
"3478",124073,"PUBLIC","627200","NEWMAN-CROWS LANDING UNIFIED","NEWMAN","STANISLAUS","HURD BARRINGTON ELEMENTARY",72,61,11,0,0,61,61,61,72,72,"Y",84.7222222222222,84.7222222222222,84.7222222222222,100,84.7222222222222,15.2777777777778
"3479",6025712,"PUBLIC","627200","NEWMAN-CROWS LANDING UNIFIED","CROWS LANDING","STANISLAUS","BONITA ELEMENTARY",29,23,4,0,2,23,23,23,27,27,"Y",79.3103448275862,79.3103448275862,79.3103448275862,93.1034482758621,79.3103448275862,13.7931034482759
"3480",6025753,"PUBLIC","627200","NEWMAN-CROWS LANDING UNIFIED","NEWMAN","STANISLAUS","VON RENNER ELEMENTARY",80,67,12,0,1,67,67,67,79,79,"Y",83.75,83.75,83.75,98.75,83.75,15
"3481",6029219,"PUBLIC","627240","NEWPORT-MESA UNIFIED","CORONA DEL MAR","ORANGE","ABRAHAM LINCOLN ELEMENTARY",80,76,0,0,4,76,76,76,76,76,"Y",95,95,95,95,95,0
"3482",6029227,"PUBLIC","627240","NEWPORT-MESA UNIFIED","COSTA MESA","ORANGE","ADAMS ELEMENTARY",70,64,3,0,3,64,64,64,64,64,"Y",91.4285714285714,91.4285714285714,91.4285714285714,91.4285714285714,91.4285714285714,4.28571428571429
"3483",6029268,"PUBLIC","627240","NEWPORT-MESA UNIFIED","COSTA MESA","ORANGE","CALIFORNIA ELEMENTARY",72,57,13,0,2,61,65,61,67,68,"Y",84.7222222222222,90.2777777777778,84.7222222222222,93.0555555555556,79.1666666666667,18.0555555555556
"3484",6029300,"PUBLIC","627240","NEWPORT-MESA UNIFIED","COSTA MESA","ORANGE","COLLEGE PARK ELEMENTARY",98,92,2,0,4,92,92,92,94,94,"Y",93.8775510204082,93.8775510204082,93.8775510204082,95.9183673469388,93.8775510204082,2.04081632653061
"3485",6029326,"PUBLIC","627240","NEWPORT-MESA UNIFIED","COSTA MESA","ORANGE","EVERETT A. REA ELEMENTARY",76,75,0,0,1,75,75,75,75,75,"Y",98.6842105263158,98.6842105263158,98.6842105263158,98.6842105263158,98.6842105263158,0
"3486",6029334,"PUBLIC","627240","NEWPORT-MESA UNIFIED","CORONA DEL MAR","ORANGE","HARBOR VIEW ELEMENTARY",57,34,10,0,13,36,35,36,39,40,"Y",63.1578947368421,61.4035087719298,63.1578947368421,68.421052631579,59.6491228070175,17.5438596491228
"3487",6029375,"PUBLIC","627240","NEWPORT-MESA UNIFIED","COSTA MESA","ORANGE","KILLYBROOKE ELEMENTARY",63,58,4,0,1,60,61,59,62,62,"Y",95.2380952380952,96.8253968253968,93.6507936507936,98.4126984126984,92.0634920634921,6.34920634920635
"3488",6029391,"PUBLIC","627240","NEWPORT-MESA UNIFIED","NEWPORT BEACH","ORANGE","MARINERS ELEMENTARY",100,93,0,1,6,93,93,93,93,93,"Y",93,93,93,93,93,0
"3489",6029409,"PUBLIC","627240","NEWPORT-MESA UNIFIED","COSTA MESA","ORANGE","MAUDE B. DAVIS ELEMENTARY",80,66,0,0,14,66,66,66,66,66,"Y",82.5,82.5,82.5,82.5,82.5,0
"3490",6029433,"PUBLIC","627240","NEWPORT-MESA UNIFIED","NEWPORT BEACH","ORANGE","NEWPORT ELEMENTARY",56,50,0,0,6,50,50,50,50,50,"Y",89.2857142857143,89.2857142857143,89.2857142857143,89.2857142857143,89.2857142857143,0
"3491",6029441,"PUBLIC","627240","NEWPORT-MESA UNIFIED","NEWPORT BEACH","ORANGE","NEWPORT HEIGHTS ELEMENTARY",98,81,8,1,8,85,86,82,88,89,"Y",86.734693877551,87.7551020408163,83.6734693877551,89.7959183673469,82.6530612244898,8.16326530612245
"3492",6029458,"PUBLIC","627240","NEWPORT-MESA UNIFIED","COSTA MESA","ORANGE","PAULARINO ELEMENTARY",92,56,32,0,4,63,73,63,82,81,"Y",68.4782608695652,79.3478260869565,68.4782608695652,89.1304347826087,60.8695652173913,34.7826086956522
"3493",6029466,"PUBLIC","627240","NEWPORT-MESA UNIFIED","COSTA MESA","ORANGE","POMONA ELEMENTARY",72,69,3,0,0,69,69,69,71,72,"Y",95.8333333333333,95.8333333333333,95.8333333333333,98.6111111111111,95.8333333333333,4.16666666666667
"3494",6029482,"PUBLIC","627240","NEWPORT-MESA UNIFIED","COSTA MESA","ORANGE","SONORA ELEMENTARY",70,61,8,0,1,61,64,62,67,69,"Y",87.1428571428571,91.4285714285714,88.5714285714286,95.7142857142857,87.1428571428571,11.4285714285714
"3495",6029490,"PUBLIC","627240","NEWPORT-MESA UNIFIED","COSTA MESA","ORANGE","VICTORIA ELEMENTARY",57,53,0,0,4,53,53,53,53,53,"Y",92.9824561403509,92.9824561403509,92.9824561403509,92.9824561403509,92.9824561403509,0
"3496",6029516,"PUBLIC","627240","NEWPORT-MESA UNIFIED","COSTA MESA","ORANGE","WHITTIER ELEMENTARY",128,116,12,0,0,121,122,120,127,128,"Y",94.53125,95.3125,93.75,99.21875,90.625,9.375
"3497",6029524,"PUBLIC","627240","NEWPORT-MESA UNIFIED","COSTA MESA","ORANGE","WILSON ELEMENTARY",84,69,15,0,0,73,74,71,82,82,"Y",86.9047619047619,88.0952380952381,84.5238095238095,97.6190476190476,82.1428571428571,17.8571428571429
"3498",6068399,"PUBLIC","627240","NEWPORT-MESA UNIFIED","NEWPORT BEACH","ORANGE","EASTBLUFF ELEMENTARY",51,35,13,0,3,42,40,39,42,46,"Y",82.3529411764706,78.4313725490196,76.4705882352941,82.3529411764706,68.6274509803922,25.4901960784314
"3499",6089460,"PUBLIC","627240","NEWPORT-MESA UNIFIED","NEWPORT BEACH","ORANGE","ROY O. ANDERSEN ELEMENTARY",51,40,10,0,1,44,45,44,46,48,"Y",86.2745098039216,88.2352941176471,86.2745098039216,90.1960784313726,78.4313725490196,19.6078431372549
"3500",6107833,"PUBLIC","627240","NEWPORT-MESA UNIFIED","COSTA MESA","ORANGE","WOODLAND ELEMENTARY",169,140,16,0,13,144,148,148,152,156,"Y",85.207100591716,87.5739644970414,87.5739644970414,89.9408284023669,82.8402366863905,9.46745562130178
"3501",6118236,"PUBLIC","627240","NEWPORT-MESA UNIFIED","NEWPORT BEACH","ORANGE","NEWPORT COAST ELEMENTARY",82,73,1,0,8,74,74,73,74,73,"Y",90.2439024390244,90.2439024390244,89.0243902439024,90.2439024390244,89.0243902439024,1.21951219512195
"3502",113738,"PUBLIC","627450","NORRIS ELEMENTARY","BAKERSFIELD","KERN","VETERANS ELEMENTARY",139,134,0,0,5,134,134,134,134,134,"Y",96.4028776978417,96.4028776978417,96.4028776978417,96.4028776978417,96.4028776978417,0
"3503",6009914,"PUBLIC","627450","NORRIS ELEMENTARY","BAKERSFIELD","KERN","NORRIS ELEMENTARY",175,165,1,0,9,165,165,165,166,166,"Y",94.2857142857143,94.2857142857143,94.2857142857143,94.8571428571429,94.2857142857143,0.571428571428571
"3504",6108575,"PUBLIC","627450","NORRIS ELEMENTARY","BAKERSFIELD","KERN","OLIVE DRIVE ELEMENTARY",87,79,0,1,7,79,79,79,79,79,"Y",90.8045977011494,90.8045977011494,90.8045977011494,90.8045977011494,90.8045977011494,0
"3505",6118681,"PUBLIC","627450","NORRIS ELEMENTARY","BAKERSFIELD","KERN","WILLIAM B. BIMAT ELEMENTARY",53,45,3,0,5,47,47,47,45,48,"Y",88.6792452830189,88.6792452830189,88.6792452830189,84.9056603773585,84.9056603773585,5.66037735849057
"3506",6095202,"PUBLIC","627480","NORTH COUNTY JOINT UNION ELEMENTARY","HOLLISTER","SAN BENITO","SPRING GROVE ELEMENTARY",74,66,7,1,0,66,66,66,72,73,"Y",89.1891891891892,89.1891891891892,89.1891891891892,97.2972972972973,89.1891891891892,9.45945945945946
"3507",6050421,"PUBLIC","627510","NORTH COW CREEK ELEMENTARY","PALO CEDRO","SHASTA","NORTH COW CREEK ELEMENTARY",23,16,3,0,4,16,16,16,19,19,"Y",69.5652173913043,69.5652173913043,69.5652173913043,82.6086956521739,69.5652173913043,13.0434782608696
"3508",6026397,"PUBLIC","627590","NORTH MONTEREY COUNTY UNIFIED","CASTROVILLE","MONTEREY","CASTROVILLE ELEMENTARY",113,113,0,0,0,113,113,113,113,113,"Y",100,100,100,100,100,0
"3509",6026405,"PUBLIC","627590","NORTH MONTEREY COUNTY UNIFIED","SALINAS","MONTEREY","ECHO VALLEY ELEMENTARY",75,70,3,0,2,70,71,71,73,73,"Y",93.3333333333333,94.6666666666667,94.6666666666667,97.3333333333333,93.3333333333333,4
"3510",6026413,"PUBLIC","627590","NORTH MONTEREY COUNTY UNIFIED","CASTROVILLE","MONTEREY","ELKHORN ELEMENTARY",85,82,2,0,1,82,84,82,84,84,"Y",96.4705882352941,98.8235294117647,96.4705882352941,98.8235294117647,96.4705882352941,2.35294117647059
"3511",6026447,"PUBLIC","627590","NORTH MONTEREY COUNTY UNIFIED","SALINAS","MONTEREY","PRUNEDALE ELEMENTARY",102,100,0,0,2,100,100,100,100,100,"Y",98.0392156862745,98.0392156862745,98.0392156862745,98.0392156862745,98.0392156862745,0
"3512",6020838,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","NORWALK","LOS ANGELES","ANNA M. GLAZIER ELEMENTARY",69,68,0,0,1,68,68,68,68,68,"Y",98.5507246376812,98.5507246376812,98.5507246376812,98.5507246376812,98.5507246376812,0
"3513",6020853,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","NORWALK","LOS ANGELES","CESAR CHAVEZ ELEMENTARY",118,116,2,0,0,117,118,117,117,117,"Y",99.1525423728814,100,99.1525423728814,99.1525423728814,98.3050847457627,1.69491525423729
"3514",6020895,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","NORWALK","LOS ANGELES","D. D. JOHNSTON ELEMENTARY",72,61,10,0,1,63,66,64,70,69,"Y",87.5,91.6666666666667,88.8888888888889,97.2222222222222,84.7222222222222,13.8888888888889
"3515",6020903,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","LA MIRADA","LOS ANGELES","EASTWOOD ELEMENTARY",74,66,6,1,1,67,68,67,72,72,"Y",90.5405405405405,91.8918918918919,90.5405405405405,97.2972972972973,89.1891891891892,8.10810810810811
"3516",6020911,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","NORWALK","LOS ANGELES","LORETTA LAMPTON ELEMENTARY",132,120,12,0,0,124,125,123,129,131,"Y",93.9393939393939,94.6969696969697,93.1818181818182,97.7272727272727,90.9090909090909,9.09090909090909
"3517",6020929,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","LA MIRADA","LOS ANGELES","ESCALONA ELEMENTARY",75,73,0,0,2,73,73,73,73,73,"Y",97.3333333333333,97.3333333333333,97.3333333333333,97.3333333333333,97.3333333333333,0
"3518",6020937,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","LA MIRADA","LOS ANGELES","FOSTER ROAD ELEMENTARY",90,54,35,0,1,69,72,68,84,89,"Y",76.6666666666667,80,75.5555555555556,93.3333333333333,60,38.8888888888889
"3519",6020945,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","LA MIRADA","LOS ANGELES","GARDENHILL ELEMENTARY",151,141,10,0,0,141,146,141,146,145,"Y",93.3774834437086,96.6887417218543,93.3774834437086,96.6887417218543,93.3774834437086,6.62251655629139
"3520",6020952,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","NORWALK","LOS ANGELES","EARL E. EDMONDSON ELEMENTARY",116,116,0,0,0,116,116,116,116,116,"Y",100,100,100,100,100,0
"3521",6020994,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","NORWALK","LOS ANGELES","JOHN DOLLAND ELEMENTARY",83,81,2,0,0,82,83,83,82,83,"Y",98.7951807228916,100,100,98.7951807228916,97.5903614457831,2.40963855421687
"3522",6021000,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","LA MIRADA","LOS ANGELES","JOHN FOSTER DULLES ELEMENTARY",27,27,0,0,0,27,27,27,27,27,"Y",100,100,100,100,100,0
"3523",6021018,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","NORWALK","LOS ANGELES","JOHN H. NUFFER ELEMENTARY",68,65,3,0,0,65,65,66,67,67,"Y",95.5882352941177,95.5882352941177,97.0588235294118,98.5294117647059,95.5882352941177,4.41176470588235
"3524",6021026,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","NORWALK","LOS ANGELES","JULIA B. MORRISON ELEMENTARY",135,129,5,0,1,130,129,131,134,134,"Y",96.2962962962963,95.5555555555556,97.037037037037,99.2592592592593,95.5555555555556,3.7037037037037
"3525",6021034,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","LA MIRADA","LOS ANGELES","LA PLUMA ELEMENTARY",70,64,2,2,2,64,66,66,66,66,"Y",91.4285714285714,94.2857142857143,94.2857142857143,94.2857142857143,91.4285714285714,2.85714285714286
"3526",6021083,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","NORWALK","LOS ANGELES","NEW RIVER ELEMENTARY",75,65,10,0,0,67,68,67,74,75,"Y",89.3333333333333,90.6666666666667,89.3333333333333,98.6666666666667,86.6666666666667,13.3333333333333
"3527",6021091,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","NORWALK","LOS ANGELES","ARTURO SANCHEZ ELEMENTARY",70,66,4,0,0,67,68,68,69,70,"Y",95.7142857142857,97.1428571428571,97.1428571428571,98.5714285714286,94.2857142857143,5.71428571428571
"3528",6021133,"PUBLIC","627690","NORWALK-LA MIRADA UNIFIED","NORWALK","LOS ANGELES","THOMAS B. MOFFITT ELEMENTARY",87,79,7,1,0,82,80,81,86,84,"Y",94.2528735632184,91.9540229885057,93.1034482758621,98.8505747126437,90.8045977011494,8.04597701149425
"3529",6024491,"PUBLIC","627720","NOVATO UNIFIED","NOVATO","MARIN","HAMILTON MEADOW PARK",99,96,2,0,1,97,97,96,98,98,"Y",97.979797979798,97.979797979798,96.969696969697,98.989898989899,96.969696969697,2.02020202020202
"3530",6024509,"PUBLIC","627720","NOVATO UNIFIED","NOVATO","MARIN","LOMA VERDE ELEMENTARY",107,105,0,0,2,105,105,105,105,105,"Y",98.1308411214953,98.1308411214953,98.1308411214953,98.1308411214953,98.1308411214953,0
"3531",6024517,"PUBLIC","627720","NOVATO UNIFIED","NOVATO","MARIN","LU SUTTON ELEMENTARY",67,63,1,0,3,63,63,63,64,64,"Y",94.0298507462687,94.0298507462687,94.0298507462687,95.5223880597015,94.0298507462687,1.49253731343284
"3532",6024525,"PUBLIC","627720","NOVATO UNIFIED","NOVATO","MARIN","LYNWOOD ELEMENTARY",54,50,4,0,0,51,52,51,52,53,"Y",94.4444444444444,96.2962962962963,94.4444444444444,96.2962962962963,92.5925925925926,7.40740740740741
"3533",6024558,"PUBLIC","627720","NOVATO UNIFIED","NOVATO","MARIN","OLIVE ELEMENTARY",59,56,1,0,2,57,57,57,56,57,"Y",96.6101694915254,96.6101694915254,96.6101694915254,94.9152542372881,94.9152542372881,1.69491525423729
"3534",6024574,"PUBLIC","627720","NOVATO UNIFIED","NOVATO","MARIN","PLEASANT VALLEY ELEMENTARY",80,73,0,0,7,73,73,73,73,73,"Y",91.25,91.25,91.25,91.25,91.25,0
"3535",6024582,"PUBLIC","627720","NOVATO UNIFIED","NOVATO","MARIN","RANCHO ELEMENTARY",82,71,11,0,0,76,77,78,79,81,"Y",92.6829268292683,93.9024390243902,95.1219512195122,96.3414634146341,86.5853658536585,13.4146341463415
"3536",6024590,"PUBLIC","627720","NOVATO UNIFIED","NOVATO","MARIN","SAN RAMON ELEMENTARY",80,74,3,0,3,76,76,75,77,77,"Y",95,95,93.75,96.25,92.5,3.75
"3537",6113229,"PUBLIC","627720","NOVATO UNIFIED","NOVATO","MARIN","NOVATO CHARTER",29,19,2,0,8,20,19,19,20,21,"Y",68.9655172413793,65.5172413793103,65.5172413793103,68.9655172413793,65.5172413793103,6.89655172413793
"3538",6053318,"PUBLIC","627750","NUESTRO ELEMENTARY","LIVE OAK","SUTTER","NUESTRO ELEMENTARY",19,19,0,0,0,19,19,19,19,19,"Y",100,100,100,100,100,0
"3539",125666,"PUBLIC","627780","NUVIEW UNION","MORENO VALLEY","RIVERSIDE","EXCEL PREP CHARTER - IE",117,94,0,5,18,94,94,94,94,94,"Y",80.3418803418803,80.3418803418803,80.3418803418803,80.3418803418803,80.3418803418803,0
"3540",6032353,"PUBLIC","627780","NUVIEW UNION","NUEVO","RIVERSIDE","NUVIEW ELEMENTARY",104,102,1,0,1,102,102,102,102,103,"Y",98.0769230769231,98.0769230769231,98.0769230769231,98.0769230769231,98.0769230769231,0.961538461538462
"3541",6111488,"PUBLIC","627780","NUVIEW UNION","NUEVO","RIVERSIDE","VALLEY VIEW ELEMENTARY",69,67,1,0,1,67,67,67,67,68,"Y",97.1014492753623,97.1014492753623,97.1014492753623,97.1014492753623,97.1014492753623,1.44927536231884
"3542",6048086,"PUBLIC","627810","OAK GROVE ELEMENTARY","SAN JOSE","SANTA CLARA","ANDERSON (ALEX) ELEMENTARY",65,61,0,0,4,61,61,61,61,61,"Y",93.8461538461538,93.8461538461538,93.8461538461538,93.8461538461538,93.8461538461538,0
"3543",6048102,"PUBLIC","627810","OAK GROVE ELEMENTARY","SAN JOSE","SANTA CLARA","CHRISTOPHER ELEMENTARY",64,64,0,0,0,64,64,64,64,64,"Y",100,100,100,100,100,0
"3544",6048110,"PUBLIC","627810","OAK GROVE ELEMENTARY","SAN JOSE","SANTA CLARA","FROST (EARL) ELEMENTARY",76,55,17,1,3,63,63,72,58,60,"Y",82.8947368421053,82.8947368421053,94.7368421052632,76.3157894736842,72.3684210526316,22.3684210526316
"3545",6048128,"PUBLIC","627810","OAK GROVE ELEMENTARY","SAN JOSE","SANTA CLARA","EDENVALE ELEMENTARY",69,69,0,0,0,69,69,69,69,69,"Y",100,100,100,100,100,0
"3546",6048136,"PUBLIC","627810","OAK GROVE ELEMENTARY","SAN JOSE","SANTA CLARA","MINER (GEORGE) ELEMENTARY",95,87,4,0,4,88,89,90,91,90,"Y",92.6315789473684,93.6842105263158,94.7368421052632,95.7894736842105,91.578947368421,4.21052631578947
"3547",6048144,"PUBLIC","627810","OAK GROVE ELEMENTARY","SAN JOSE","SANTA CLARA","GLIDER ELEMENTARY",75,73,1,1,0,74,74,74,74,73,"Y",98.6666666666667,98.6666666666667,98.6666666666667,98.6666666666667,97.3333333333333,1.33333333333333
"3548",6048177,"PUBLIC","627810","OAK GROVE ELEMENTARY","SAN JOSE","SANTA CLARA","STIPE (SAMUEL) ELEMENTARY",53,51,0,0,2,51,51,51,51,51,"Y",96.2264150943396,96.2264150943396,96.2264150943396,96.2264150943396,96.2264150943396,0
"3549",6067243,"PUBLIC","627810","OAK GROVE ELEMENTARY","SAN JOSE","SANTA CLARA","SANTA TERESA ELEMENTARY",126,126,0,0,0,126,126,126,126,126,"Y",100,100,100,100,100,0
"3550",6072144,"PUBLIC","627810","OAK GROVE ELEMENTARY","SAN JOSE","SANTA CLARA","SAKAMOTO ELEMENTARY",80,76,1,0,3,77,77,77,76,76,"Y",96.25,96.25,96.25,95,95,1.25
"3551",6072151,"PUBLIC","627810","OAK GROVE ELEMENTARY","SAN JOSE","SANTA CLARA","DEL ROBLE ELEMENTARY",58,52,6,0,0,52,54,55,52,57,"Y",89.6551724137931,93.1034482758621,94.8275862068966,89.6551724137931,89.6551724137931,10.3448275862069
"3552",6088306,"PUBLIC","627810","OAK GROVE ELEMENTARY","SAN JOSE","SANTA CLARA","OAK RIDGE ELEMENTARY",60,59,0,0,1,59,59,59,59,59,"Y",98.3333333333333,98.3333333333333,98.3333333333333,98.3333333333333,98.3333333333333,0
"3553",6093066,"PUBLIC","627810","OAK GROVE ELEMENTARY","SAN JOSE","SANTA CLARA","PARKVIEW ELEMENTARY",95,94,1,0,0,94,95,95,95,95,"Y",98.9473684210526,100,100,100,98.9473684210526,1.05263157894737
"3554",6095400,"PUBLIC","627810","OAK GROVE ELEMENTARY","SAN JOSE","SANTA CLARA","BALDWIN (JULIA) ELEMENTARY",43,43,0,0,0,43,43,43,43,43,"Y",100,100,100,100,100,0
"3555",6097430,"PUBLIC","627810","OAK GROVE ELEMENTARY","SAN JOSE","SANTA CLARA","TAYLOR (BERTHA) ELEMENTARY",124,113,0,0,11,113,113,113,113,113,"Y",91.1290322580645,91.1290322580645,91.1290322580645,91.1290322580645,91.1290322580645,0
"3556",6099451,"PUBLIC","627810","OAK GROVE ELEMENTARY","SAN JOSE","SANTA CLARA","HAYES ELEMENTARY",80,74,4,0,2,74,75,75,78,78,"Y",92.5,93.75,93.75,97.5,92.5,5
"3557",6116081,"PUBLIC","627810","OAK GROVE ELEMENTARY","SAN JOSE","SANTA CLARA","LEDESMA (RITA) ELEMENTARY",70,70,0,0,0,70,70,70,70,70,"Y",100,100,100,100,100,0
"3558",6051882,"PUBLIC","627840","OAK GROVE UNION ELEMENTARY","SEBASTOPOL","SONOMA","OAK GROVE ELEMENTARY",71,57,0,0,14,57,57,57,57,57,"Y",80.2816901408451,80.2816901408451,80.2816901408451,80.2816901408451,80.2816901408451,0
"3559",6055677,"PUBLIC","627850","OAK PARK UNIFIED","OAK PARK","VENTURA","BROOKSIDE ELEMENTARY",101,87,7,1,6,89,90,91,94,92,"Y",88.1188118811881,89.1089108910891,90.0990099009901,93.0693069306931,86.1386138613861,6.93069306930693
"3560",6107528,"PUBLIC","627850","OAK PARK UNIFIED","OAK PARK","VENTURA","OAK HILLS ELEMENTARY",79,70,2,0,7,72,71,70,72,72,"Y",91.1392405063291,89.873417721519,88.6075949367088,91.1392405063291,88.6075949367088,2.53164556962025
"3561",6111496,"PUBLIC","627850","OAK PARK UNIFIED","OAK PARK","VENTURA","RED OAK ELEMENTARY",130,97,25,2,6,99,100,104,122,122,"Y",76.1538461538461,76.9230769230769,80,93.8461538461538,74.6153846153846,19.2307692307692
"3562",6054175,"PUBLIC","627900","OAK VALLEY UNION ELEMENTARY","TULARE","TULARE","OAK VALLEY ELEMENTARY",63,57,5,0,1,60,58,60,62,62,"Y",95.2380952380952,92.0634920634921,95.2380952380952,98.4126984126984,90.4761904761905,7.93650793650794
"3563",6042444,"PUBLIC","627930","OAK VIEW UNION ELEMENTARY","ACAMPO","SAN JOAQUIN","OAK VIEW ELEMENTARY",44,42,0,0,2,42,42,42,42,42,"Y",95.4545454545455,95.4545454545455,95.4545454545455,95.4545454545455,95.4545454545455,0
"3564",100123,"PUBLIC","628050","OAKLAND UNIFIED","OAKLAND","ALAMEDA","EAST OAKLAND LEADERSHIP ACADEMY",12,12,0,0,0,12,12,12,12,12,"Y",100,100,100,100,100,0
"3565",100792,"PUBLIC","628050","OAKLAND UNIFIED","OAKLAND","ALAMEDA","THINK COLLEGE NOW",48,44,4,0,0,45,46,44,48,48,"Y",93.75,95.8333333333333,91.6666666666667,100,91.6666666666667,8.33333333333333
"3566",102988,"PUBLIC","628050","OAKLAND UNIFIED","OAKLAND","ALAMEDA","ENCOMPASS ACADEMY ELEMENTARY",49,10,39,0,0,10,10,10,11,11,"Y",20.4081632653061,20.4081632653061,20.4081632653061,22.4489795918367,20.4081632653061,79.5918367346939
"3567",108803,"PUBLIC","628050","OAKLAND UNIFIED","OAKLAND","ALAMEDA","ASPIRE MILLSMONT ACADEMY",46,40,4,0,2,42,41,41,44,44,"Y",91.304347826087,89.1304347826087,89.1304347826087,95.6521739130435,86.9565217391304,8.69565217391304
"3568",109819,"PUBLIC","628050","OAKLAND UNIFIED","OAKLAND","ALAMEDA","ASPIRE BERKLEY MAYNARD ACADEMY",66,66,0,0,0,66,66,66,66,66,"Y",100,100,100,100,100,0
"3569",109983,"PUBLIC","628050","OAKLAND UNIFIED","OAKLAND","ALAMEDA","WORLD ACADEMY",137,132,5,0,0,134,135,132,136,136,"Y",97.8102189781022,98.5401459854015,96.3503649635037,99.2700729927007,96.3503649635037,3.64963503649635
"3570",110239,"PUBLIC","628050","OAKLAND UNIFIED","OAKLAND","ALAMEDA","REACH ACADEMY",81,77,3,0,1,78,78,78,79,78,"Y",96.2962962962963,96.2962962962963,96.2962962962963,97.5308641975309,95.0617283950617,3.7037037037037
"3571",110247,"PUBLIC","628050","OAKLAND UNIFIED","OAKLAND","ALAMEDA","MANZANITA SEED",86,43,43,0,0,51,53,52,60,64,"Y",59.3023255813954,61.6279069767442,60.4651162790698,69.7674418604651,50,50
"3572",110254,"PUBLIC","628050","OAKLAND UNIFIED","OAKLAND","ALAMEDA","SANKOFA ACADEMY",66,34,30,0,2,38,45,53,46,51,"Y",57.5757575757576,68.1818181818182,80.3030303030303,69.6969696969697,51.5151515151515,45.4545454545455
"3573",110262,"PUBLIC","628050","OAKLAND UNIFIED","OAKLAND","ALAMEDA","RISE COMMUNITY",53,43,9,0,1,45,47,48,49,51,"Y",84.9056603773585,88.6792452830189,90.5660377358491,92.4528301886792,81.1320754716981,16.9811320754717
