"","SCHOOL.CODE","PUBLIC..PRIVATE","Public.School.District.ID","PUBLIC.SCHOOL.DISTRICT","CITY","COUNTY","SCHOOL.NAME","ENROLLMENT","UP_TO_DATE","CONDITIONAL","PME","PBE_BETA","DTP","POLIO","MMR","HEPB","VARICELLA","REPORTED","DTP_Perc","POLIO_Perc","MMR_Perc","HEPB_Perc","UP_TO_DATE_Perc","CONDITIONAL_Perc"
"1394",6013106,"PUBLIC","611850","EAST WHITTIER CITY ELEMENTARY","WHITTIER","LOS ANGELES","ORCHARD DALE ELEMENTARY",91,87,1,1,2,87,87,88,88,88,"Y",95.6043956043956,95.6043956043956,96.7032967032967,96.7032967032967,95.6043956043956,1.0989010989011
"1395",6013114,"PUBLIC","611850","EAST WHITTIER CITY ELEMENTARY","WHITTIER","LOS ANGELES","SCOTT AVENUE ELEMENTARY",133,120,9,3,1,123,124,122,129,128,"Y",92.4812030075188,93.2330827067669,91.7293233082707,96.9924812030075,90.2255639097744,6.76691729323308
"1396",6089148,"PUBLIC","611850","EAST WHITTIER CITY ELEMENTARY","WHITTIER","LOS ANGELES","LEFFINGWELL ELEMENTARY",118,111,0,1,6,111,111,111,111,111,"Y",94.0677966101695,94.0677966101695,94.0677966101695,94.0677966101695,94.0677966101695,0
"1397",6025910,"PUBLIC","611870","EASTERN SIERRA UNIFIED","COLEVILLE","MONO","ANTELOPE ELEMENTARY",21,20,1,0,0,20,21,21,21,21,"Y",95.2380952380952,100,100,100,95.2380952380952,4.76190476190476
"1398",6012967,"PUBLIC","611910","EASTSIDE UNION ELEMENTARY","LANCASTER","LOS ANGELES","EASTSIDE ELEMENTARY",134,130,2,0,2,130,132,132,132,132,"Y",97.0149253731343,98.5074626865672,98.5074626865672,98.5074626865672,97.0149253731343,1.49253731343284
"1399",6106421,"PUBLIC","611910","EASTSIDE UNION ELEMENTARY","LANCASTER","LOS ANGELES","COLUMBIA ELEMENTARY",131,127,0,0,4,127,127,127,127,127,"Y",96.9465648854962,96.9465648854962,96.9465648854962,96.9465648854962,96.9465648854962,0
"1400",6114227,"PUBLIC","611910","EASTSIDE UNION ELEMENTARY","LANCASTER","LOS ANGELES","TIERRA BONITA ELEMENTARY",113,113,0,0,0,113,113,113,113,113,"Y",100,100,100,100,100,0
"1401",6009443,"PUBLIC","611940","EDISON ELEMENTARY","BAKERSFIELD","KERN","ORANGEWOOD ELEMENTARY",110,103,6,1,0,104,104,104,105,107,"Y",94.5454545454545,94.5454545454545,94.5454545454545,95.4545454545455,93.6363636363636,5.45454545454545
"1402",118455,"PUBLIC","612030","EL CENTRO ELEMENTARY","EL CENTRO","IMPERIAL","BALLINGTON ACADEMY FOR THE ARTS AND SCIENCES",65,65,0,0,0,65,65,65,65,65,"Y",100,100,100,100,100,0
"1403",121855,"PUBLIC","612030","EL CENTRO ELEMENTARY","EL CENTRO","IMPERIAL","IMAGINE SCHOOLS AT IMPERIAL VALLEY",117,110,5,0,2,111,111,110,114,114,"Y",94.8717948717949,94.8717948717949,94.017094017094,97.4358974358974,94.017094017094,4.27350427350427
"1404",122663,"PUBLIC","612030","EL CENTRO ELEMENTARY","EL CENTRO","IMPERIAL","IMPERIAL VALLEY HOME SCHOOL ACADEMY",11,7,0,0,4,7,7,7,7,7,"Y",63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636,63.6363636363636,0
"1405",6008411,"PUBLIC","612030","EL CENTRO ELEMENTARY","EL CENTRO","IMPERIAL","DE ANZA MAGNET",25,25,0,0,0,25,25,25,25,25,"Y",100,100,100,100,100,0
"1406",6008429,"PUBLIC","612030","EL CENTRO ELEMENTARY","EL CENTRO","IMPERIAL","DESERT GARDEN ELEMENTARY",47,47,0,0,0,47,47,47,47,47,"Y",100,100,100,100,100,0
"1407",6008437,"PUBLIC","612030","EL CENTRO ELEMENTARY","EL CENTRO","IMPERIAL","HARDING ELEMENTARY",88,84,3,0,1,84,85,84,86,87,"Y",95.4545454545455,96.5909090909091,95.4545454545455,97.7272727272727,95.4545454545455,3.40909090909091
"1408",6008452,"PUBLIC","612030","EL CENTRO ELEMENTARY","EL CENTRO","IMPERIAL","LINCOLN ELEMENTARY",64,62,1,0,1,63,63,62,63,63,"Y",98.4375,98.4375,96.875,98.4375,96.875,1.5625
"1409",6008460,"PUBLIC","612030","EL CENTRO ELEMENTARY","EL CENTRO","IMPERIAL","MARGARET HEDRICK ELEMENTARY",69,69,0,0,0,69,69,69,69,69,"Y",100,100,100,100,100,0
"1410",6008478,"PUBLIC","612030","EL CENTRO ELEMENTARY","EL CENTRO","IMPERIAL","MCKINLEY ELEMENTARY",45,43,1,0,1,44,44,43,44,44,"Y",97.7777777777778,97.7777777777778,95.5555555555556,97.7777777777778,95.5555555555556,2.22222222222222
"1411",6008486,"PUBLIC","612030","EL CENTRO ELEMENTARY","EL CENTRO","IMPERIAL","WASHINGTON ELEMENTARY",44,44,0,0,0,44,44,44,44,44,"Y",100,100,100,100,100,0
"1412",6108823,"PUBLIC","612030","EL CENTRO ELEMENTARY","EL CENTRO","IMPERIAL","MARTIN LUTHER KING JR. ELEMENTARY",44,41,0,1,2,41,41,41,41,41,"Y",93.1818181818182,93.1818181818182,93.1818181818182,93.1818181818182,93.1818181818182,0
"1413",6113658,"PUBLIC","612030","EL CENTRO ELEMENTARY","EL CENTRO","IMPERIAL","SUNFLOWER ELEMENTARY",50,49,1,0,0,49,49,50,50,50,"Y",98,98,100,100,98,2
"1414",6013130,"PUBLIC","612090","EL MONTE CITY","EL MONTE","LOS ANGELES","CHERRYLEE ELEMENTARY",80,70,10,0,0,79,78,73,80,80,"Y",98.75,97.5,91.25,100,87.5,12.5
"1415",6013148,"PUBLIC","612090","EL MONTE CITY","TEMPLE CITY","LOS ANGELES","CLEMINSON ELEMENTARY",63,43,20,0,0,61,58,57,58,61,"Y",96.8253968253968,92.0634920634921,90.4761904761905,92.0634920634921,68.2539682539683,31.7460317460317
"1416",6013155,"PUBLIC","612090","EL MONTE CITY","EL MONTE","LOS ANGELES","COLUMBIA ELEMENTARY",59,51,8,0,0,59,56,54,59,59,"Y",100,94.9152542372881,91.5254237288136,100,86.4406779661017,13.5593220338983
"1417",6013163,"PUBLIC","612090","EL MONTE CITY","EL MONTE","LOS ANGELES","CORTADA ELEMENTARY",76,76,0,0,0,76,76,76,76,76,"Y",100,100,100,100,100,0
"1418",6013171,"PUBLIC","612090","EL MONTE CITY","EL MONTE","LOS ANGELES","DURFEE ELEMENTARY",76,62,13,0,1,69,65,72,75,74,"Y",90.7894736842105,85.5263157894737,94.7368421052632,98.6842105263158,81.578947368421,17.1052631578947
"1419",6013189,"PUBLIC","612090","EL MONTE CITY","EL MONTE","LOS ANGELES","SHIRPSER ELEMENTARY",95,90,4,0,1,90,90,90,94,94,"Y",94.7368421052632,94.7368421052632,94.7368421052632,98.9473684210526,94.7368421052632,4.21052631578947
"1420",6013197,"PUBLIC","612090","EL MONTE CITY","EL MONTE","LOS ANGELES","GIDLEY ELEMENTARY",30,17,13,0,0,29,24,29,29,26,"Y",96.6666666666667,80,96.6666666666667,96.6666666666667,56.6666666666667,43.3333333333333
"1421",6013205,"PUBLIC","612090","EL MONTE CITY","EL MONTE","LOS ANGELES","LEGORE ELEMENTARY",61,56,5,0,0,60,59,60,60,61,"Y",98.3606557377049,96.7213114754098,98.3606557377049,98.3606557377049,91.8032786885246,8.19672131147541
"1422",6013221,"PUBLIC","612090","EL MONTE CITY","EL MONTE","LOS ANGELES","NEW LEXINGTON ELEMENTARY",56,49,7,0,0,55,56,50,56,56,"Y",98.2142857142857,100,89.2857142857143,100,87.5,12.5
"1423",6013247,"PUBLIC","612090","EL MONTE CITY","EL MONTE","LOS ANGELES","POTRERO ELEMENTARY",88,83,5,0,0,85,84,85,88,88,"Y",96.5909090909091,95.4545454545455,96.5909090909091,100,94.3181818181818,5.68181818181818
"1424",6013254,"PUBLIC","612090","EL MONTE CITY","ARCADIA","LOS ANGELES","RIO HONDO ELEMENTARY",67,56,11,0,0,65,66,59,67,67,"Y",97.0149253731343,98.5074626865672,88.0597014925373,100,83.5820895522388,16.4179104477612
"1425",6013262,"PUBLIC","612090","EL MONTE CITY","EL MONTE","LOS ANGELES","RIO VISTA ELEMENTARY",58,56,1,1,0,56,57,57,57,57,"Y",96.551724137931,98.2758620689655,98.2758620689655,98.2758620689655,96.551724137931,1.72413793103448
"1426",6013288,"PUBLIC","612090","EL MONTE CITY","EL MONTE","LOS ANGELES","WILKERSON ELEMENTARY",80,77,3,0,0,80,80,78,80,79,"Y",100,100,97.5,100,96.25,3.75
"1427",6013296,"PUBLIC","612090","EL MONTE CITY","EL MONTE","LOS ANGELES","WRIGHT ELEMENTARY",73,62,11,0,0,72,66,70,73,73,"Y",98.6301369863014,90.4109589041096,95.8904109589041,100,84.9315068493151,15.0684931506849
"1428",6025456,"PUBLIC","612150","EL NIDO ELEMENTARY","EL NIDO","MERCED","EL NIDO ELEMENTARY",21,21,0,0,0,21,21,21,21,21,"Y",100,100,100,100,100,0
"1429",6013304,"PUBLIC","612180","EL RANCHO UNIFIED","PICO RIVERA","LOS ANGELES","ALICE M. BIRNEY ELEMENTARY",97,96,1,0,0,96,97,96,97,97,"Y",98.9690721649485,100,98.9690721649485,100,98.9690721649485,1.03092783505155
"1430",6013312,"PUBLIC","612180","EL RANCHO UNIFIED","PICO RIVERA","LOS ANGELES","DURFEE ELEMENTARY",82,70,11,0,1,71,73,71,78,80,"Y",86.5853658536585,89.0243902439024,86.5853658536585,95.1219512195122,85.3658536585366,13.4146341463415
"1431",6013338,"PUBLIC","612180","EL RANCHO UNIFIED","PICO RIVERA","LOS ANGELES","LAWRENCE T. MAGEE ELEMENTARY",87,86,0,0,1,86,86,86,86,86,"Y",98.8505747126437,98.8505747126437,98.8505747126437,98.8505747126437,98.8505747126437,0
"1432",6013353,"PUBLIC","612180","EL RANCHO UNIFIED","PICO RIVERA","LOS ANGELES","NORTH RANCHITO ELEMENTARY",82,80,0,1,1,80,80,80,80,80,"Y",97.5609756097561,97.5609756097561,97.5609756097561,97.5609756097561,97.5609756097561,0
"1433",6013379,"PUBLIC","612180","EL RANCHO UNIFIED","PICO RIVERA","LOS ANGELES","RIO VISTA ELEMENTARY",62,59,1,0,2,59,60,60,60,60,"Y",95.1612903225807,96.7741935483871,96.7741935483871,96.7741935483871,95.1612903225807,1.61290322580645
"1434",6013387,"PUBLIC","612180","EL RANCHO UNIFIED","PICO RIVERA","LOS ANGELES","RIVERA ELEMENTARY",92,89,1,1,1,89,90,90,90,90,"Y",96.7391304347826,97.8260869565217,97.8260869565217,97.8260869565217,96.7391304347826,1.08695652173913
"1435",6013403,"PUBLIC","612180","EL RANCHO UNIFIED","PICO RIVERA","LOS ANGELES","SOUTH RANCHITO ELEMENTARY",124,120,3,0,1,122,121,121,122,122,"Y",98.3870967741936,97.5806451612903,97.5806451612903,98.3870967741936,96.7741935483871,2.41935483870968
"1436",6013411,"PUBLIC","612180","EL RANCHO UNIFIED","PICO RIVERA","LOS ANGELES","VALENCIA ELEMENTARY",90,89,1,0,0,89,90,90,90,90,"Y",98.8888888888889,100,100,100,98.8888888888889,1.11111111111111
"1437",6013429,"PUBLIC","612210","EL SEGUNDO UNIFIED","EL SEGUNDO","LOS ANGELES","CENTER STREET ELEMENTARY",147,115,29,1,2,123,126,121,137,137,"Y",83.6734693877551,85.7142857142857,82.312925170068,93.1972789115646,78.2312925170068,19.7278911564626
"1438",6116248,"PUBLIC","612210","EL SEGUNDO UNIFIED","EL SEGUNDO","LOS ANGELES","RICHMOND STREET ELEMENTARY",98,92,0,0,6,92,92,92,92,92,"Y",93.8775510204082,93.8775510204082,93.8775510204082,93.8775510204082,93.8775510204082,0
"1439",101790,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","EDNA BATEY ELEMENTARY",117,113,2,0,2,113,113,113,115,115,"Y",96.5811965811966,96.5811965811966,96.5811965811966,98.2905982905983,96.5811965811966,1.70940170940171
"1440",105908,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","ARLENE HEIN ELEMENTARY",151,139,9,0,3,144,146,144,145,147,"Y",95.364238410596,96.6887417218543,95.364238410596,96.0264900662252,92.0529801324503,5.96026490066225
"1441",105932,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","ROY HERBURGER ELEMENTARY",117,114,0,1,2,114,114,114,114,114,"Y",97.4358974358974,97.4358974358974,97.4358974358974,97.4358974358974,97.4358974358974,0
"1442",108720,"PUBLIC","612330","ELK GROVE UNIFIED","SACRAMENTO","SACRAMENTO","ARNOLD ADREANI ELEMENTARY",96,94,1,0,1,94,95,95,95,95,"Y",97.9166666666667,98.9583333333333,98.9583333333333,98.9583333333333,97.9166666666667,1.04166666666667
"1443",108738,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","HELEN CARR CASTELLO ELEMENTARY",116,109,2,0,5,109,109,109,111,111,"Y",93.9655172413793,93.9655172413793,93.9655172413793,95.6896551724138,93.9655172413793,1.72413793103448
"1444",111112,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","CARROLL ELEMENTARY",119,119,0,0,0,119,119,119,119,119,"Y",100,100,100,100,100,0
"1445",111732,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","CALIFORNIA MONTESSORI PROJECT - ELK GROVE CAMPUS",84,72,6,0,6,74,76,73,77,76,"Y",88.0952380952381,90.4761904761905,86.9047619047619,91.6666666666667,85.7142857142857,7.14285714285714
"1446",114702,"PUBLIC","612330","ELK GROVE UNIFIED","RANCHO CORDOVA","SACRAMENTO","SUNRISE ELEMENTARY",161,148,1,0,12,148,148,148,149,149,"Y",91.9254658385093,91.9254658385093,91.9254658385093,92.5465838509317,91.9254658385093,0.62111801242236
"1447",6032981,"PUBLIC","612330","ELK GROVE UNIFIED","SACRAMENTO","SACRAMENTO","ANNA KIRCHGATER ELEMENTARY",126,108,16,0,2,114,116,115,117,122,"Y",90.4761904761905,92.0634920634921,91.2698412698413,92.8571428571429,85.7142857142857,12.6984126984127
"1448",6033005,"PUBLIC","612330","ELK GROVE UNIFIED","SACRAMENTO","SACRAMENTO","CHARLES E. MACK ELEMENTARY",123,121,2,0,0,122,123,122,123,123,"Y",99.1869918699187,100,99.1869918699187,100,98.3739837398374,1.6260162601626
"1449",6033013,"PUBLIC","612330","ELK GROVE UNIFIED","SLOUGHHOUSE","SACRAMENTO","COSUMNES RIVER ELEMENTARY",60,60,0,0,0,60,60,60,60,60,"Y",100,100,100,100,100,0
"1450",6033021,"PUBLIC","612330","ELK GROVE UNIFIED","SACRAMENTO","SACRAMENTO","DAVID REESE ELEMENTARY",144,137,5,1,1,140,141,141,140,142,"Y",97.2222222222222,97.9166666666667,97.9166666666667,97.2222222222222,95.1388888888889,3.47222222222222
"1451",6033039,"PUBLIC","612330","ELK GROVE UNIFIED","WILTON","SACRAMENTO","C. W. DILLARD ELEMENTARY",48,41,0,0,7,41,41,41,41,41,"Y",85.4166666666667,85.4166666666667,85.4166666666667,85.4166666666667,85.4166666666667,0
"1452",6033047,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","ELK GROVE ELEMENTARY",96,93,0,0,3,93,93,93,93,93,"Y",96.875,96.875,96.875,96.875,96.875,0
"1453",6033054,"PUBLIC","612330","ELK GROVE UNIFIED","SACRAMENTO","SACRAMENTO","FLORIN ELEMENTARY",74,72,1,0,1,72,72,72,73,73,"Y",97.2972972972973,97.2972972972973,97.2972972972973,98.6486486486486,97.2972972972973,1.35135135135135
"1454",6033062,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","FRANKLIN ELEMENTARY",90,85,4,0,1,86,86,86,88,89,"Y",95.5555555555556,95.5555555555556,95.5555555555556,97.7777777777778,94.4444444444444,4.44444444444444
"1455",6033088,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","JAMES A. MCKEE ELEMENTARY",72,70,0,0,2,70,70,70,70,70,"Y",97.2222222222222,97.2222222222222,97.2222222222222,97.2222222222222,97.2222222222222,0
"1456",6033096,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","PLEASANT GROVE ELEMENTARY",49,47,0,0,2,47,47,47,47,47,"Y",95.9183673469388,95.9183673469388,95.9183673469388,95.9183673469388,95.9183673469388,0
"1457",6033104,"PUBLIC","612330","ELK GROVE UNIFIED","SACRAMENTO","SACRAMENTO","SAMUEL KENNEDY ELEMENTARY",122,117,5,0,0,121,120,119,122,121,"Y",99.1803278688525,98.3606557377049,97.5409836065574,100,95.9016393442623,4.0983606557377
"1458",6033112,"PUBLIC","612330","ELK GROVE UNIFIED","SACRAMENTO","SACRAMENTO","SIERRA-ENTERPRISE ELEMENTARY",58,47,8,2,1,49,51,55,54,55,"Y",84.4827586206897,87.9310344827586,94.8275862068966,93.1034482758621,81.0344827586207,13.7931034482759
"1459",6077291,"PUBLIC","612330","ELK GROVE UNIFIED","SACRAMENTO","SACRAMENTO","HERMAN LEIMBACH ELEMENTARY",98,97,1,0,0,97,97,97,98,98,"Y",98.9795918367347,98.9795918367347,98.9795918367347,100,98.9795918367347,1.02040816326531
"1460",6098743,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","FLORENCE MARKOFER ELEMENTARY",93,81,5,0,7,83,84,86,83,84,"Y",89.247311827957,90.3225806451613,92.4731182795699,89.247311827957,87.0967741935484,5.3763440860215
"1461",6098750,"PUBLIC","612330","ELK GROVE UNIFIED","SACRAMENTO","SACRAMENTO","PRAIRIE ELEMENTARY",157,145,12,0,0,148,152,150,156,156,"Y",94.2675159235669,96.8152866242038,95.5414012738854,99.3630573248408,92.3566878980892,7.64331210191083
"1462",6101844,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","ELLEN FEICKERT ELEMENTARY",72,68,0,0,4,68,68,68,68,68,"Y",94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,94.4444444444444,0
"1463",6106355,"PUBLIC","612330","ELK GROVE UNIFIED","SACRAMENTO","SACRAMENTO","ISABELLE JACKSON ELEMENTARY",119,109,7,0,3,112,115,113,114,115,"Y",94.1176470588235,96.6386554621849,94.9579831932773,95.7983193277311,91.5966386554622,5.88235294117647
"1464",6107700,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","FOULKS RANCH ELEMENTARY",114,107,3,0,4,110,109,108,110,110,"Y",96.4912280701754,95.6140350877193,94.7368421052632,96.4912280701754,93.859649122807,2.63157894736842
"1465",6107718,"PUBLIC","612330","ELK GROVE UNIFIED","SACRAMENTO","SACRAMENTO","UNION HOUSE ELEMENTARY",120,118,2,0,0,118,120,120,120,120,"Y",98.3333333333333,100,100,100,98.3333333333333,1.66666666666667
"1466",6107916,"PUBLIC","612330","ELK GROVE UNIFIED","SACRAMENTO","SACRAMENTO","JOHN REITH ELEMENTARY",74,67,5,0,2,68,70,72,70,69,"Y",91.8918918918919,94.5945945945946,97.2972972972973,94.5945945945946,90.5405405405405,6.75675675675676
"1467",6109516,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","ARTHUR C. BUTLER ELEMENTARY",118,102,12,0,4,104,107,114,110,114,"Y",88.135593220339,90.6779661016949,96.6101694915254,93.2203389830508,86.4406779661017,10.1694915254237
"1468",6110118,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","JOHN EHRHARDT ELEMENTARY",120,115,1,1,3,115,115,116,116,116,"Y",95.8333333333333,95.8333333333333,96.6666666666667,96.6666666666667,95.8333333333333,0.833333333333333
"1469",6110985,"PUBLIC","612330","ELK GROVE UNIFIED","SACRAMENTO","SACRAMENTO","MARY TSUKAMOTO ELEMENTARY",126,118,2,0,6,119,118,120,119,120,"Y",94.4444444444444,93.6507936507936,95.2380952380952,94.4444444444444,93.6507936507936,1.58730158730159
"1470",6112106,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","ELITHA DONNER ELEMENTARY",123,113,7,0,3,115,114,115,118,119,"Y",93.4959349593496,92.6829268292683,93.4959349593496,95.9349593495935,91.869918699187,5.6910569105691
"1471",6113179,"PUBLIC","612330","ELK GROVE UNIFIED","SACRAMENTO","SACRAMENTO","BARBARA COMSTOCK MORSE ELEMENTARY",113,112,0,0,1,112,112,112,112,112,"Y",99.1150442477876,99.1150442477876,99.1150442477876,99.1150442477876,99.1150442477876,0
"1472",6113187,"PUBLIC","612330","ELK GROVE UNIFIED","SACRAMENTO","SACRAMENTO","MAEOLA E. BEITZEL ELEMENTARY",118,110,0,1,7,110,110,110,110,110,"Y",93.2203389830508,93.2203389830508,93.2203389830508,93.2203389830508,93.2203389830508,0
"1473",6116818,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","JOSEPH SIMS ELEMENTARY",144,142,0,0,2,142,142,142,142,142,"Y",98.6111111111111,98.6111111111111,98.6111111111111,98.6111111111111,98.6111111111111,0
"1474",6118046,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","RAYMOND CASE ELEMENTARY",115,110,2,0,3,112,111,112,110,112,"Y",97.3913043478261,96.5217391304348,97.3913043478261,95.6521739130435,95.6521739130435,1.73913043478261
"1475",6118053,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","STONE LAKE ELEMENTARY",72,71,1,0,0,72,72,72,71,72,"Y",100,100,100,98.6111111111111,98.6111111111111,1.38888888888889
"1476",6120018,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","IRENE B. WEST ELEMENTARY",146,141,4,0,1,145,145,142,144,145,"Y",99.3150684931507,99.3150684931507,97.2602739726027,98.6301369863014,96.5753424657534,2.73972602739726
"1477",6120026,"PUBLIC","612330","ELK GROVE UNIFIED","SACRAMENTO","SACRAMENTO","ROBERT J. FITE ELEMENTARY",80,75,2,0,3,76,75,77,76,76,"Y",95,93.75,96.25,95,93.75,2.5
"1478",6120034,"PUBLIC","612330","ELK GROVE UNIFIED","ELK GROVE","SACRAMENTO","ELLIOTT RANCH ELEMENTARY",92,83,8,0,1,84,86,85,89,91,"Y",91.304347826087,93.4782608695652,92.3913043478261,96.7391304347826,90.2173913043478,8.69565217391304
"1479",6009450,"PUBLIC","612360","ELK HILLS ELEMENTARY","TUPMAN","KERN","ELK HILLS ELEMENTARY",19,18,0,0,1,18,18,18,18,18,"Y",94.7368421052632,94.7368421052632,94.7368421052632,94.7368421052632,94.7368421052632,0
"1480",6033138,"PUBLIC","612600","ELVERTA JOINT ELEMENTARY","ELVERTA","SACRAMENTO","ELVERTA ELEMENTARY",20,17,2,0,1,17,17,17,17,19,"Y",85,85,85,85,85,10
"1481",6090492,"PUBLIC","612630","EMERY UNIFIED","EMERYVILLE","ALAMEDA","ANNA YATES ELEMENTARY",67,43,23,0,1,43,49,47,62,63,"Y",64.1791044776119,73.134328358209,70.1492537313433,92.5373134328358,64.1791044776119,34.3283582089552
"1482",6052518,"PUBLIC","612690","EMPIRE UNION ELEMENTARY","EMPIRE","STANISLAUS","EMPIRE ELEMENTARY",49,48,0,0,1,48,48,48,48,48,"Y",97.9591836734694,97.9591836734694,97.9591836734694,97.9591836734694,97.9591836734694,0
"1483",6093504,"PUBLIC","612690","EMPIRE UNION ELEMENTARY","MODESTO","STANISLAUS","CAPISTRANO ELEMENTARY",119,113,3,0,3,113,113,114,115,116,"Y",94.9579831932773,94.9579831932773,95.7983193277311,96.6386554621849,94.9579831932773,2.52100840336134
"1484",6098180,"PUBLIC","612690","EMPIRE UNION ELEMENTARY","MODESTO","STANISLAUS","CHRISTINE SIPHERD ELEMENTARY",76,68,5,0,3,69,69,69,73,73,"Y",90.7894736842105,90.7894736842105,90.7894736842105,96.0526315789474,89.4736842105263,6.57894736842105
"1485",6107932,"PUBLIC","612690","EMPIRE UNION ELEMENTARY","MODESTO","STANISLAUS","BERNARD L. HUGHES ELEMENTARY",81,79,0,0,2,79,79,79,79,79,"Y",97.5308641975309,97.5308641975309,97.5308641975309,97.5308641975309,97.5308641975309,0
"1486",6111892,"PUBLIC","612690","EMPIRE UNION ELEMENTARY","MODESTO","STANISLAUS","ALICE N. STROUD ELEMENTARY",71,71,0,0,0,71,71,71,71,71,"Y",100,100,100,100,100,0
"1487",6038145,"PUBLIC","612750","ENCINITAS UNION ELEMENTARY","ENCINITAS","SAN DIEGO","PAUL ECKE-CENTRAL ELEMENTARY",87,69,4,1,13,72,71,70,72,72,"Y",82.7586206896552,81.6091954022989,80.4597701149425,82.7586206896552,79.3103448275862,4.59770114942529
"1488",6038152,"PUBLIC","612750","ENCINITAS UNION ELEMENTARY","ENCINITAS","SAN DIEGO","OCEAN KNOLL ELEMENTARY",105,88,8,0,9,90,91,92,94,95,"Y",85.7142857142857,86.6666666666667,87.6190476190476,89.5238095238095,83.8095238095238,7.61904761904762
"1489",6066989,"PUBLIC","612750","ENCINITAS UNION ELEMENTARY","ENCINITAS","SAN DIEGO","CAPRI ELEMENTARY",86,74,1,0,11,74,74,74,75,75,"Y",86.046511627907,86.046511627907,86.046511627907,87.2093023255814,86.046511627907,1.16279069767442
"1490",6095046,"PUBLIC","612750","ENCINITAS UNION ELEMENTARY","ENCINITAS","SAN DIEGO","PARK DALE LANE ELEMENTARY",62,49,8,0,5,52,51,50,57,56,"Y",83.8709677419355,82.258064516129,80.6451612903226,91.9354838709677,79.0322580645161,12.9032258064516
"1491",6099402,"PUBLIC","612750","ENCINITAS UNION ELEMENTARY","ENCINITAS","SAN DIEGO","FLORA VISTA ELEMENTARY",51,43,1,0,7,43,43,43,44,44,"Y",84.3137254901961,84.3137254901961,84.3137254901961,86.2745098039216,84.3137254901961,1.96078431372549
"1492",6106132,"PUBLIC","612750","ENCINITAS UNION ELEMENTARY","CARLSBAD","SAN DIEGO","LA COSTA HEIGHTS ELEMENTARY",104,85,6,0,13,87,87,85,90,90,"Y",83.6538461538462,83.6538461538462,81.7307692307692,86.5384615384615,81.7307692307692,5.76923076923077
"1493",6108534,"PUBLIC","612750","ENCINITAS UNION ELEMENTARY","CARLSBAD","SAN DIEGO","MISSION ESTANCIA ELEMENTARY",60,52,0,0,8,52,52,52,52,52,"Y",86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,0
"1494",6112445,"PUBLIC","612750","ENCINITAS UNION ELEMENTARY","CARLSBAD","SAN DIEGO","OLIVENHAIN PIONEER ELEMENTARY",106,80,17,0,9,85,85,80,97,96,"Y",80.188679245283,80.188679245283,75.4716981132076,91.5094339622642,75.4716981132076,16.0377358490566
"1495",6117709,"PUBLIC","612750","ENCINITAS UNION ELEMENTARY","CARLSBAD","SAN DIEGO","EL CAMINO CREEK ELEMENTARY",81,70,3,1,7,72,72,71,72,73,"Y",88.8888888888889,88.8888888888889,87.6543209876543,88.8888888888889,86.4197530864197,3.7037037037037
"1496",6050215,"PUBLIC","612810","ENTERPRISE ELEMENTARY","REDDING","SHASTA","ALTA MESA ELEMENTARY",53,47,4,0,2,48,49,47,51,51,"Y",90.5660377358491,92.4528301886792,88.6792452830189,96.2264150943396,88.6792452830189,7.54716981132075
"1497",6050223,"PUBLIC","612810","ENTERPRISE ELEMENTARY","REDDING","SHASTA","LASSEN VIEW ELEMENTARY",92,81,11,0,0,82,83,81,92,92,"Y",89.1304347826087,90.2173913043478,88.0434782608696,100,88.0434782608696,11.9565217391304
