PTS,FGA,FG%
145.0,145.0,145.0
16.41172413793103,12.568275862068965,0.48317931034482764
6.198885467120905,4.521564126007047,0.0693221814915204
3.4,2.9,0.372
11.1,8.4,0.439
16.1,12.4,0.469
21.1,16.4,0.509
32.7,21.8,0.722
