PTS,FGA,FG%
346.0,346.0,346.0
8.070809248554914,6.522543352601157,0.4568497109826589
4.358564839389291,3.292408554890781,0.08356447107475272
1.0,1.2,0.125
5.025,4.125,0.413
7.2,5.8,0.448
10.075,7.9,0.49275
28.2,21.2,0.836
