Player,id,link,Opponent,GP,G,A,PTS,GW
Mitch Marner,marnemi01,/players/g/granlmi01.html,Anaheim Ducks,15,2,13,15,0
Mitch Marner,marnemi01,/players/g/granlmi01.html,Arizona Coyotes,12,3,8,11,0
Mitch Marner,marnemi01,/players/g/granlmi01.html,Boston Bruins,28,13,33,46,3
Mitch Marner,marnemi01,/players/g/granlmi01.html,Buffalo Sabres,27,7,27,34,2
Mitch Marner,marnemi01,/players/g/granlmi01.html,Calgary Flames,23,8,10,18,3
Mitch Marner,marnemi01,/players/g/granlmi01.html,Carolina Hurricanes,19,8,11,19,3
Mitch Marner,marnemi01,/players/g/granlmi01.html,Chicago Blackhawks,14,2,10,12,0
Mitch Marner,marnemi01,/players/g/granlmi01.html,Colorado Avalanche,12,3,9,12,0
Mitch Marner,marnemi01,/players/g/granlmi01.html,Columbus Blue Jackets,21,8,18,26,2
Mitch Marner,marnemi01,/players/g/granlmi01.html,Dallas Stars,16,4,17,21,1
Mitch Marner,marnemi01,/players/g/granlmi01.html,Detroit Red Wings,27,18,17,35,3
Mitch Marner,marnemi01,/players/g/granlmi01.html,Edmonton Oilers,23,9,19,28,2
Mitch Marner,marnemi01,/players/g/granlmi01.html,Florida Panthers,27,13,23,36,0
Mitch Marner,marnemi01,/players/g/granlmi01.html,Los Angeles Kings,15,2,11,13,0
Mitch Marner,marnemi01,/players/g/granlmi01.html,Minnesota Wild,15,4,12,16,0
Mitch Marner,marnemi01,/players/g/granlmi01.html,Montreal Canadiens,37,7,31,38,1
Mitch Marner,marnemi01,/players/g/granlmi01.html,Nashville Predators,14,6,11,17,1
Mitch Marner,marnemi01,/players/g/granlmi01.html,New Jersey Devils,22,7,17,24,0
Mitch Marner,marnemi01,/players/g/granlmi01.html,New York Islanders,22,10,11,21,1
Mitch Marner,marnemi01,/players/g/granlmi01.html,New York Rangers,22,9,12,21,3
Mitch Marner,marnemi01,/players/g/granlmi01.html,Ottawa Senators,37,13,27,40,1
Mitch Marner,marnemi01,/players/g/granlmi01.html,Philadelphia Flyers,20,4,19,23,1
Mitch Marner,marnemi01,/players/g/granlmi01.html,Pittsburgh Penguins,23,6,19,25,1
Mitch Marner,marnemi01,/players/g/granlmi01.html,San Jose Sharks,15,7,13,20,0
Mitch Marner,marnemi01,/players/g/granlmi01.html,Seattle Kraken,8,5,10,15,1
Mitch Marner,marnemi01,/players/g/granlmi01.html,St. Louis Blues,15,3,11,14,0
Mitch Marner,marnemi01,/players/g/granlmi01.html,Tampa Bay Lightning,26,8,22,30,1
Mitch Marner,marnemi01,/players/g/granlmi01.html,Utah Hockey Club,1,2,0,2,0
Mitch Marner,marnemi01,/players/g/granlmi01.html,Vancouver Canucks,25,4,18,22,1
Mitch Marner,marnemi01,/players/g/granlmi01.html,Vegas Golden Knights,11,4,10,14,2
Mitch Marner,marnemi01,/players/g/granlmi01.html,Washington Capitals,21,4,13,17,0
Mitch Marner,marnemi01,/players/g/granlmi01.html,Winnipeg Jets,23,9,21,30,3
William Nylander,nylanwi01,/players/g/granlmi01.html,Anaheim Ducks,14,8,10,18,1
William Nylander,nylanwi01,/players/g/granlmi01.html,Arizona Coyotes,14,7,7,14,1
William Nylander,nylanwi01,/players/g/granlmi01.html,Boston Bruins,29,7,11,18,1
William Nylander,nylanwi01,/players/g/granlmi01.html,Buffalo Sabres,32,10,18,28,1
William Nylander,nylanwi01,/players/g/granlmi01.html,Calgary Flames,23,11,18,29,3
William Nylander,nylanwi01,/players/g/granlmi01.html,Carolina Hurricanes,21,5,9,14,0
William Nylander,nylanwi01,/players/g/granlmi01.html,Chicago Blackhawks,15,9,11,20,2
William Nylander,nylanwi01,/players/g/granlmi01.html,Colorado Avalanche,14,1,10,11,0
William Nylander,nylanwi01,/players/g/granlmi01.html,Columbus Blue Jackets,21,8,10,18,1
William Nylander,nylanwi01,/players/g/granlmi01.html,Dallas Stars,14,6,8,14,2
William Nylander,nylanwi01,/players/g/granlmi01.html,Detroit Red Wings,30,9,13,22,0
William Nylander,nylanwi01,/players/g/granlmi01.html,Edmonton Oilers,25,11,15,26,1
William Nylander,nylanwi01,/players/g/granlmi01.html,Florida Panthers,31,7,12,19,2
William Nylander,nylanwi01,/players/g/granlmi01.html,Los Angeles Kings,13,5,8,13,1
William Nylander,nylanwi01,/players/g/granlmi01.html,Minnesota Wild,16,9,6,15,4
William Nylander,nylanwi01,/players/g/granlmi01.html,Montreal Canadiens,35,18,13,31,3
William Nylander,nylanwi01,/players/g/granlmi01.html,Nashville Predators,14,5,7,12,2
William Nylander,nylanwi01,/players/g/granlmi01.html,New Jersey Devils,23,9,9,18,3
William Nylander,nylanwi01,/players/g/granlmi01.html,New York Islanders,24,9,14,23,1
William Nylander,nylanwi01,/players/g/granlmi01.html,New York Rangers,23,8,12,20,1
William Nylander,nylanwi01,/players/g/granlmi01.html,Ottawa Senators,38,13,19,32,2
William Nylander,nylanwi01,/players/g/granlmi01.html,Philadelphia Flyers,23,12,12,24,3
William Nylander,nylanwi01,/players/g/granlmi01.html,Pittsburgh Penguins,22,9,6,15,1
William Nylander,nylanwi01,/players/g/granlmi01.html,San Jose Sharks,13,3,13,16,0
William Nylander,nylanwi01,/players/g/granlmi01.html,Seattle Kraken,8,3,6,9,1
William Nylander,nylanwi01,/players/g/granlmi01.html,St. Louis Blues,15,7,4,11,3
William Nylander,nylanwi01,/players/g/granlmi01.html,Tampa Bay Lightning,31,15,13,28,3
William Nylander,nylanwi01,/players/g/granlmi01.html,Utah Hockey Club,1,1,1,2,1
William Nylander,nylanwi01,/players/g/granlmi01.html,Vancouver Canucks,25,5,13,18,0
William Nylander,nylanwi01,/players/g/granlmi01.html,Vegas Golden Knights,12,4,7,11,0
William Nylander,nylanwi01,/players/g/granlmi01.html,Washington Capitals,22,8,9,17,1
William Nylander,nylanwi01,/players/g/granlmi01.html,Winnipeg Jets,23,10,14,24,2
Auston Matthews,matthau01,/players/g/granlmi01.html,Anaheim Ducks,14,10,9,19,1
Auston Matthews,matthau01,/players/g/granlmi01.html,Arizona Coyotes,14,8,1,9,2
Auston Matthews,matthau01,/players/g/granlmi01.html,Boston Bruins,22,14,13,27,3
Auston Matthews,matthau01,/players/g/granlmi01.html,Buffalo Sabres,28,20,11,31,2
Auston Matthews,matthau01,/players/g/granlmi01.html,Calgary Flames,23,10,13,23,4
Auston Matthews,matthau01,/players/g/granlmi01.html,Carolina Hurricanes,19,11,6,17,1
Auston Matthews,matthau01,/players/g/granlmi01.html,Chicago Blackhawks,16,8,13,21,2
Auston Matthews,matthau01,/players/g/granlmi01.html,Colorado Avalanche,14,10,7,17,1
Auston Matthews,matthau01,/players/g/granlmi01.html,Columbus Blue Jackets,17,14,9,23,1
Auston Matthews,matthau01,/players/g/granlmi01.html,Dallas Stars,13,11,6,17,2
Auston Matthews,matthau01,/players/g/granlmi01.html,Detroit Red Wings,25,18,15,33,7
Auston Matthews,matthau01,/players/g/granlmi01.html,Edmonton Oilers,20,13,10,23,2
Auston Matthews,matthau01,/players/g/granlmi01.html,Florida Panthers,26,15,10,25,2
Auston Matthews,matthau01,/players/g/granlmi01.html,Los Angeles Kings,14,5,7,12,1
Auston Matthews,matthau01,/players/g/granlmi01.html,Minnesota Wild,14,11,5,16,1
Auston Matthews,matthau01,/players/g/granlmi01.html,Montreal Canadiens,36,28,18,46,4
Auston Matthews,matthau01,/players/g/granlmi01.html,Nashville Predators,13,9,5,14,2
Auston Matthews,matthau01,/players/g/granlmi01.html,New Jersey Devils,21,21,10,31,5
Auston Matthews,matthau01,/players/g/granlmi01.html,New York Islanders,19,12,6,18,1
Auston Matthews,matthau01,/players/g/granlmi01.html,New York Rangers,23,10,13,23,1
Auston Matthews,matthau01,/players/g/granlmi01.html,Ottawa Senators,34,24,23,47,2
Auston Matthews,matthau01,/players/g/granlmi01.html,Philadelphia Flyers,20,11,15,26,1
Auston Matthews,matthau01,/players/g/granlmi01.html,Pittsburgh Penguins,21,7,12,19,0
Auston Matthews,matthau01,/players/g/granlmi01.html,San Jose Sharks,14,12,4,16,1
Auston Matthews,matthau01,/players/g/granlmi01.html,Seattle Kraken,8,7,7,14,0
Auston Matthews,matthau01,/players/g/granlmi01.html,St. Louis Blues,16,6,4,10,0
Auston Matthews,matthau01,/players/g/granlmi01.html,Tampa Bay Lightning,25,14,16,30,3
Auston Matthews,matthau01,/players/g/granlmi01.html,Vancouver Canucks,25,18,6,24,4
Auston Matthews,matthau01,/players/g/granlmi01.html,Vegas Golden Knights,11,9,3,12,0
Auston Matthews,matthau01,/players/g/granlmi01.html,Washington Capitals,19,10,16,26,2
Auston Matthews,matthau01,/players/g/granlmi01.html,Winnipeg Jets,24,14,18,32,4
John Tavares,tavarjo01,/players/g/granlmi01.html,Anaheim Ducks,24,13,16,29,2
John Tavares,tavarjo01,/players/g/granlmi01.html,Arizona Coyotes,23,10,9,19,3
John Tavares,tavarjo01,/players/g/granlmi01.html,Boston Bruins,49,17,22,39,2
John Tavares,tavarjo01,/players/g/granlmi01.html,Buffalo Sabres,47,28,28,56,3
John Tavares,tavarjo01,/players/g/granlmi01.html,Calgary Flames,32,12,18,30,4
John Tavares,tavarjo01,/players/g/granlmi01.html,Carolina Hurricanes,50,30,28,58,6
John Tavares,tavarjo01,/players/g/granlmi01.html,Chicago Blackhawks,26,14,11,25,1
John Tavares,tavarjo01,/players/g/granlmi01.html,Colorado Avalanche,24,4,10,14,1
John Tavares,tavarjo01,/players/g/granlmi01.html,Columbus Blue Jackets,37,19,23,42,2
John Tavares,tavarjo01,/players/g/granlmi01.html,Dallas Stars,26,12,16,28,4
John Tavares,tavarjo01,/players/g/granlmi01.html,Detroit Red Wings,39,20,34,54,5
John Tavares,tavarjo01,/players/g/granlmi01.html,Edmonton Oilers,33,12,24,36,4
John Tavares,tavarjo01,/players/g/granlmi01.html,Florida Panthers,47,26,17,43,3
John Tavares,tavarjo01,/players/g/granlmi01.html,Los Angeles Kings,26,9,14,23,2
John Tavares,tavarjo01,/players/g/granlmi01.html,Minnesota Wild,24,8,14,22,0
John Tavares,tavarjo01,/players/g/granlmi01.html,Montreal Canadiens,58,22,29,51,5
John Tavares,tavarjo01,/players/g/granlmi01.html,Nashville Predators,22,13,8,21,3
John Tavares,tavarjo01,/players/g/granlmi01.html,New Jersey Devils,52,23,18,41,4
John Tavares,tavarjo01,/players/g/granlmi01.html,New York Islanders,17,7,6,13,1
John Tavares,tavarjo01,/players/g/granlmi01.html,New York Rangers,59,16,34,50,1
John Tavares,tavarjo01,/players/g/granlmi01.html,Ottawa Senators,56,11,27,38,0
John Tavares,tavarjo01,/players/g/granlmi01.html,Philadelphia Flyers,57,26,26,52,1
John Tavares,tavarjo01,/players/g/granlmi01.html,Pittsburgh Penguins,60,14,27,41,3
John Tavares,tavarjo01,/players/g/granlmi01.html,San Jose Sharks,22,10,16,26,0
John Tavares,tavarjo01,/players/g/granlmi01.html,Seattle Kraken,8,3,5,8,1
John Tavares,tavarjo01,/players/g/granlmi01.html,St. Louis Blues,25,8,5,13,0
John Tavares,tavarjo01,/players/g/granlmi01.html,Tampa Bay Lightning,49,17,32,49,5
John Tavares,tavarjo01,/players/g/granlmi01.html,Toronto Maple Leafs,29,13,14,27,4
John Tavares,tavarjo01,/players/g/granlmi01.html,Utah Hockey Club,1,0,1,1,0
John Tavares,tavarjo01,/players/g/granlmi01.html,Vancouver Canucks,33,15,20,35,2
John Tavares,tavarjo01,/players/g/granlmi01.html,Vegas Golden Knights,13,4,7,11,1
John Tavares,tavarjo01,/players/g/granlmi01.html,Washington Capitals,49,23,27,50,6
John Tavares,tavarjo01,/players/g/granlmi01.html,Winnipeg Jets,46,21,26,47,2
Matthew Knies,kniesma01,/players/g/granlmi01.html,Anaheim Ducks,3,0,2,2,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Arizona Coyotes,2,1,1,2,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Boston Bruins,8,5,5,10,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Buffalo Sabres,6,0,2,2,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Calgary Flames,3,1,2,3,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Carolina Hurricanes,5,0,1,1,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Chicago Blackhawks,4,1,0,1,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Colorado Avalanche,2,0,1,1,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Columbus Blue Jackets,4,1,0,1,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Dallas Stars,4,0,2,2,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Detroit Red Wings,6,1,0,1,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Edmonton Oilers,4,2,1,3,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Florida Panthers,5,1,1,2,1
Matthew Knies,kniesma01,/players/g/granlmi01.html,Los Angeles Kings,3,0,0,0,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Minnesota Wild,3,1,0,1,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Montreal Canadiens,6,1,2,3,1
Matthew Knies,kniesma01,/players/g/granlmi01.html,Nashville Predators,3,0,1,1,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,New Jersey Devils,6,0,1,1,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,New York Islanders,6,0,2,2,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,New York Rangers,5,1,1,2,1
Matthew Knies,kniesma01,/players/g/granlmi01.html,Ottawa Senators,5,2,1,3,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Philadelphia Flyers,5,3,0,3,1
Matthew Knies,kniesma01,/players/g/granlmi01.html,Pittsburgh Penguins,6,5,2,7,1
Matthew Knies,kniesma01,/players/g/granlmi01.html,San Jose Sharks,3,1,1,2,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Seattle Kraken,4,2,0,2,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,St. Louis Blues,4,1,0,1,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Tampa Bay Lightning,8,7,6,13,1
Matthew Knies,kniesma01,/players/g/granlmi01.html,Vancouver Canucks,4,1,0,1,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Vegas Golden Knights,3,0,0,0,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Washington Capitals,6,0,3,3,0
Matthew Knies,kniesma01,/players/g/granlmi01.html,Winnipeg Jets,4,1,0,1,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Anaheim Ducks,17,1,6,7,1
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Arizona Coyotes,18,1,8,9,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Boston Bruins,41,9,22,31,2
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Buffalo Sabres,38,3,22,25,1
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Calgary Flames,27,2,13,15,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Carolina Hurricanes,30,3,13,16,2
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Chicago Blackhawks,20,3,10,13,1
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Colorado Avalanche,18,2,5,7,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Columbus Blue Jackets,31,2,17,19,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Dallas Stars,16,3,16,19,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Detroit Red Wings,40,4,25,29,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Edmonton Oilers,31,5,11,16,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Florida Panthers,36,2,25,27,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Los Angeles Kings,19,3,4,7,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Minnesota Wild,21,1,17,18,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Montreal Canadiens,49,4,24,28,1
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Nashville Predators,19,1,12,13,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,New Jersey Devils,29,2,10,12,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,New York Islanders,31,4,7,11,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,New York Rangers,28,5,11,16,1
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Ottawa Senators,46,5,20,25,1
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Philadelphia Flyers,28,3,17,20,1
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Pittsburgh Penguins,30,4,15,19,1
Morgan Rielly,riellmo01,/players/g/granlmi01.html,San Jose Sharks,19,2,10,12,1
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Seattle Kraken,8,0,3,3,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,St. Louis Blues,19,2,5,7,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Tampa Bay Lightning,38,3,13,16,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Vancouver Canucks,29,3,15,18,0
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Vegas Golden Knights,13,1,7,8,1
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Washington Capitals,30,3,18,21,1
Morgan Rielly,riellmo01,/players/g/granlmi01.html,Winnipeg Jets,32,1,16,17,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Anaheim Ducks,2,2,1,3,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Arizona Coyotes,2,1,1,2,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Boston Bruins,6,0,0,0,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Buffalo Sabres,5,1,3,4,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Calgary Flames,2,1,1,2,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Carolina Hurricanes,5,0,0,0,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Chicago Blackhawks,1,0,1,1,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Colorado Avalanche,2,0,0,0,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Columbus Blue Jackets,5,0,1,1,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Dallas Stars,3,1,0,1,1
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Detroit Red Wings,6,0,1,1,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Edmonton Oilers,4,5,1,6,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Florida Panthers,3,0,0,0,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Los Angeles Kings,2,2,0,2,1
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Minnesota Wild,3,0,0,0,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Montreal Canadiens,5,3,1,4,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Nashville Predators,1,0,0,0,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,New Jersey Devils,5,1,1,2,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,New York Islanders,7,4,1,5,1
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,New York Rangers,6,0,0,0,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Ottawa Senators,6,1,0,1,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Philadelphia Flyers,5,0,0,0,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Pittsburgh Penguins,4,1,1,2,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,San Jose Sharks,3,0,1,1,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Seattle Kraken,3,1,0,1,1
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,St. Louis Blues,4,4,0,4,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Tampa Bay Lightning,3,0,2,2,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Vancouver Canucks,4,0,2,2,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Vegas Golden Knights,3,0,1,1,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Washington Capitals,4,4,0,4,0
Bobby McMann,mcmanbo02,/players/g/granlmi01.html,Winnipeg Jets,4,0,0,0,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Anaheim Ducks,60,6,19,25,2
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Arizona Coyotes,6,0,5,5,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Boston Bruins,26,2,7,9,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Buffalo Sabres,25,3,8,11,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Calgary Flames,47,7,17,24,3
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Carolina Hurricanes,23,0,5,5,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Chicago Blackhawks,36,4,14,18,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Colorado Avalanche,45,9,16,25,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Columbus Blue Jackets,32,6,11,17,2
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Dallas Stars,37,3,11,14,1
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Detroit Red Wings,34,3,13,16,1
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Edmonton Oilers,50,12,21,33,4
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Florida Panthers,20,5,7,12,2
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Los Angeles Kings,60,9,18,27,3
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Minnesota Wild,46,2,11,13,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Montreal Canadiens,26,7,12,19,3
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Nashville Predators,37,6,11,17,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,New Jersey Devils,26,4,7,11,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,New York Islanders,25,5,8,13,2
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,New York Rangers,24,3,10,13,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Ottawa Senators,24,6,6,12,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Philadelphia Flyers,24,7,6,13,3
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Pittsburgh Penguins,27,1,12,13,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,San Jose Sharks,59,8,22,30,2
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Seattle Kraken,11,1,2,3,1
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,St. Louis Blues,42,5,11,16,1
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Tampa Bay Lightning,25,1,6,7,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Toronto Maple Leafs,22,5,7,12,2
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Vancouver Canucks,40,5,14,19,1
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Vegas Golden Knights,25,1,10,11,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Washington Capitals,25,3,8,11,0
Oliver Ekman-Larsson,ekmanol01,/players/g/granlmi01.html,Winnipeg Jets,32,9,13,22,3
Max Domi,NA,/players/g/granlmi01.html,Anaheim Ducks,22,5,13,18,0
Max Domi,NA,/players/g/granlmi01.html,Arizona Coyotes,12,3,4,7,0
Max Domi,NA,/players/g/granlmi01.html,Boston Bruins,24,2,2,4,0
Max Domi,NA,/players/g/granlmi01.html,Buffalo Sabres,26,11,15,26,1
Max Domi,NA,/players/g/granlmi01.html,Calgary Flames,25,6,13,19,2
Max Domi,NA,/players/g/granlmi01.html,Carolina Hurricanes,30,4,9,13,0
Max Domi,NA,/players/g/granlmi01.html,Chicago Blackhawks,26,3,14,17,0
Max Domi,NA,/players/g/granlmi01.html,Colorado Avalanche,19,3,5,8,1
Max Domi,NA,/players/g/granlmi01.html,Columbus Blue Jackets,19,3,5,8,0
Max Domi,NA,/players/g/granlmi01.html,Dallas Stars,28,7,14,21,1
Max Domi,NA,/players/g/granlmi01.html,Detroit Red Wings,30,7,11,18,2
Max Domi,NA,/players/g/granlmi01.html,Edmonton Oilers,25,12,11,23,0
Max Domi,NA,/players/g/granlmi01.html,Florida Panthers,24,7,7,14,0
Max Domi,NA,/players/g/granlmi01.html,Los Angeles Kings,23,4,14,18,0
Max Domi,NA,/players/g/granlmi01.html,Minnesota Wild,19,1,9,10,0
Max Domi,NA,/players/g/granlmi01.html,Montreal Canadiens,17,3,6,9,0
Max Domi,NA,/players/g/granlmi01.html,Nashville Predators,25,1,5,6,0
Max Domi,NA,/players/g/granlmi01.html,New Jersey Devils,25,2,16,18,0
Max Domi,NA,/players/g/granlmi01.html,New York Islanders,21,2,3,5,1
Max Domi,NA,/players/g/granlmi01.html,New York Rangers,22,6,10,16,1
Max Domi,NA,/players/g/granlmi01.html,Ottawa Senators,23,6,10,16,2
Max Domi,NA,/players/g/granlmi01.html,Philadelphia Flyers,20,2,8,10,0
Max Domi,NA,/players/g/granlmi01.html,Pittsburgh Penguins,20,3,8,11,0
Max Domi,NA,/players/g/granlmi01.html,San Jose Sharks,24,3,4,7,0
Max Domi,NA,/players/g/granlmi01.html,Seattle Kraken,11,4,6,10,0
Max Domi,NA,/players/g/granlmi01.html,St. Louis Blues,25,5,9,14,0
Max Domi,NA,/players/g/granlmi01.html,Tampa Bay Lightning,29,5,15,20,1
Max Domi,NA,/players/g/granlmi01.html,Toronto Maple Leafs,16,5,14,19,0
Max Domi,NA,/players/g/granlmi01.html,Vancouver Canucks,24,3,14,17,0
Max Domi,NA,/players/g/granlmi01.html,Vegas Golden Knights,17,3,11,14,2
Max Domi,NA,/players/g/granlmi01.html,Washington Capitals,22,2,17,19,1
Max Domi,NA,/players/g/granlmi01.html,Winnipeg Jets,21,1,5,6,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Anaheim Ducks,36,2,1,3,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Arizona Coyotes,35,2,16,18,1
Chris Tanev,tanevch01,/players/g/granlmi01.html,Boston Bruins,20,1,7,8,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Buffalo Sabres,20,0,11,11,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Calgary Flames,36,2,8,10,2
Chris Tanev,tanevch01,/players/g/granlmi01.html,Carolina Hurricanes,19,1,7,8,1
Chris Tanev,tanevch01,/players/g/granlmi01.html,Chicago Blackhawks,29,1,6,7,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Colorado Avalanche,29,1,6,7,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Columbus Blue Jackets,26,0,2,2,0
Chris Tanev,tanevch01,/players/g/granlmi01.html,Dallas Stars,32,3,7,10,2
