Player,id,link,Opponent,GP,G,A,PTS,GW
Erik Johnson,johnser01,/players/g/granlmi01.html,Boston Bruins,27,1,2,3,0
Erik Johnson,johnser01,/players/g/granlmi01.html,Buffalo Sabres,21,2,8,10,0
Erik Johnson,johnser01,/players/g/granlmi01.html,Calgary Flames,39,4,9,13,0
Erik Johnson,johnser01,/players/g/granlmi01.html,Carolina Hurricanes,25,2,3,5,0
Erik Johnson,johnser01,/players/g/granlmi01.html,Chicago Blackhawks,51,8,21,29,2
Erik Johnson,johnser01,/players/g/granlmi01.html,Colorado Avalanche,13,1,3,4,0
Erik Johnson,johnser01,/players/g/granlmi01.html,Columbus Blue Jackets,38,4,18,22,1
Erik Johnson,johnser01,/players/g/granlmi01.html,Dallas Stars,54,7,11,18,1
Erik Johnson,johnser01,/players/g/granlmi01.html,Detroit Red Wings,41,7,11,18,1
Erik Johnson,johnser01,/players/g/granlmi01.html,Edmonton Oilers,40,3,15,18,1
Erik Johnson,johnser01,/players/g/granlmi01.html,Florida Panthers,24,1,1,2,1
Erik Johnson,johnser01,/players/g/granlmi01.html,Los Angeles Kings,38,3,9,12,2
Erik Johnson,johnser01,/players/g/granlmi01.html,Minnesota Wild,54,2,10,12,1
Erik Johnson,johnser01,/players/g/granlmi01.html,Montreal Canadiens,23,2,6,8,0
Erik Johnson,johnser01,/players/g/granlmi01.html,Nashville Predators,49,1,10,11,1
Erik Johnson,johnser01,/players/g/granlmi01.html,New Jersey Devils,21,1,3,4,0
Erik Johnson,johnser01,/players/g/granlmi01.html,New York Islanders,23,4,6,10,0
Erik Johnson,johnser01,/players/g/granlmi01.html,New York Rangers,25,2,5,7,0
Erik Johnson,johnser01,/players/g/granlmi01.html,Ottawa Senators,24,1,6,7,1
Erik Johnson,johnser01,/players/g/granlmi01.html,Philadelphia Flyers,21,1,12,13,0
Erik Johnson,johnser01,/players/g/granlmi01.html,Pittsburgh Penguins,22,3,5,8,1
Erik Johnson,johnser01,/players/g/granlmi01.html,San Jose Sharks,45,5,14,19,0
Erik Johnson,johnser01,/players/g/granlmi01.html,Seattle Kraken,6,1,0,1,0
Erik Johnson,johnser01,/players/g/granlmi01.html,St. Louis Blues,41,6,3,9,1
Erik Johnson,johnser01,/players/g/granlmi01.html,Tampa Bay Lightning,20,2,3,5,1
Erik Johnson,johnser01,/players/g/granlmi01.html,Toronto Maple Leafs,23,2,10,12,0
Erik Johnson,johnser01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Erik Johnson,johnser01,/players/g/granlmi01.html,Vancouver Canucks,42,6,7,13,1
Erik Johnson,johnser01,/players/g/granlmi01.html,Vegas Golden Knights,13,1,1,2,0
Erik Johnson,johnser01,/players/g/granlmi01.html,Washington Capitals,23,4,4,8,1
Erik Johnson,johnser01,/players/g/granlmi01.html,Winnipeg Jets,41,5,14,19,2
Rodrigo Abols,abolsro01,/players/g/granlmi01.html,Colorado Avalanche,1,0,0,0,0
Rodrigo Abols,abolsro01,/players/g/granlmi01.html,Detroit Red Wings,1,0,0,0,0
Rodrigo Abols,abolsro01,/players/g/granlmi01.html,New Jersey Devils,1,0,0,0,0
Rodrigo Abols,abolsro01,/players/g/granlmi01.html,New York Islanders,2,0,0,0,0
Rodrigo Abols,abolsro01,/players/g/granlmi01.html,New York Rangers,1,0,0,0,0
Rodrigo Abols,abolsro01,/players/g/granlmi01.html,Pittsburgh Penguins,1,0,0,0,0
Rodrigo Abols,abolsro01,/players/g/granlmi01.html,Utah Hockey Club,1,1,0,1,0
Rodrigo Abols,abolsro01,/players/g/granlmi01.html,Washington Capitals,1,0,1,1,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Anaheim Ducks,3,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Arizona Coyotes,2,1,1,2,1
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Boston Bruins,3,0,2,2,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Buffalo Sabres,2,2,1,3,1
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Carolina Hurricanes,1,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Chicago Blackhawks,3,2,2,4,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Colorado Avalanche,2,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Columbus Blue Jackets,2,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Dallas Stars,2,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Detroit Red Wings,2,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Edmonton Oilers,2,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Florida Panthers,2,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Los Angeles Kings,3,0,1,1,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Minnesota Wild,3,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Nashville Predators,2,0,1,1,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,New Jersey Devils,1,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,New York Islanders,1,0,1,1,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,New York Rangers,3,0,1,1,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Ottawa Senators,3,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Philadelphia Flyers,1,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Pittsburgh Penguins,3,0,1,1,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,San Jose Sharks,2,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Seattle Kraken,2,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,St. Louis Blues,3,1,1,2,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Tampa Bay Lightning,2,1,0,1,1
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Toronto Maple Leafs,1,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Vancouver Canucks,1,0,1,1,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Vegas Golden Knights,3,1,1,2,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Washington Capitals,1,0,0,0,0
Jakob Pelletier,pelleja01,/players/g/granlmi01.html,Winnipeg Jets,3,0,0,0,0
Helge Grans,granshe01,/players/g/granlmi01.html,Carolina Hurricanes,1,0,0,0,0
Helge Grans,granshe01,/players/g/granlmi01.html,Chicago Blackhawks,1,0,0,0,0
Helge Grans,granshe01,/players/g/granlmi01.html,Colorado Avalanche,1,0,1,1,0
Helge Grans,granshe01,/players/g/granlmi01.html,Nashville Predators,1,0,0,0,0
Helge Grans,granshe01,/players/g/granlmi01.html,New York Rangers,1,0,0,0,0
Helge Grans,granshe01,/players/g/granlmi01.html,Vegas Golden Knights,1,0,0,0,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Anaheim Ducks,11,0,1,1,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Arizona Coyotes,22,0,4,4,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Boston Bruins,23,2,1,3,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Buffalo Sabres,13,1,3,4,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Calgary Flames,21,4,2,6,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Carolina Hurricanes,26,1,2,3,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Chicago Blackhawks,15,0,1,1,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Colorado Avalanche,22,1,0,1,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Columbus Blue Jackets,24,0,2,2,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Dallas Stars,13,0,0,0,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Detroit Red Wings,23,6,2,8,1
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Edmonton Oilers,16,2,2,4,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Florida Panthers,22,1,4,5,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Los Angeles Kings,23,2,3,5,1
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Minnesota Wild,21,2,2,4,1
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Montreal Canadiens,20,1,3,4,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Nashville Predators,22,0,0,0,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,New Jersey Devils,23,0,0,0,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,New York Islanders,22,3,3,6,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,New York Rangers,19,0,1,1,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Ottawa Senators,23,4,0,4,2
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Philadelphia Flyers,17,2,0,2,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Pittsburgh Penguins,22,3,1,4,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,San Jose Sharks,25,3,3,6,1
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Seattle Kraken,8,1,0,1,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,St. Louis Blues,24,0,3,3,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Tampa Bay Lightning,27,2,1,3,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Toronto Maple Leafs,24,2,3,5,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Vancouver Canucks,22,4,2,6,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Vegas Golden Knights,22,2,0,2,1
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Washington Capitals,24,2,1,3,0
Nicolas Deslauriers,deslani01,/players/g/granlmi01.html,Winnipeg Jets,17,0,1,1,0
Jett Luchanko,luchaje01,/players/g/granlmi01.html,Edmonton Oilers,1,0,0,0,0
Jett Luchanko,luchaje01,/players/g/granlmi01.html,Seattle Kraken,1,0,0,0,0
Jett Luchanko,luchaje01,/players/g/granlmi01.html,Vancouver Canucks,2,0,0,0,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Anaheim Ducks,1,0,0,0,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Arizona Coyotes,2,0,0,0,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Boston Bruins,2,0,1,1,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Buffalo Sabres,1,0,0,0,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Calgary Flames,1,0,0,0,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Carolina Hurricanes,1,0,0,0,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Columbus Blue Jackets,3,1,0,1,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Detroit Red Wings,2,0,0,0,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Edmonton Oilers,1,0,1,1,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Florida Panthers,2,0,0,0,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Montreal Canadiens,3,0,1,1,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,New Jersey Devils,3,0,0,0,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,New York Rangers,2,0,0,0,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Pittsburgh Penguins,1,0,2,2,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Seattle Kraken,1,0,0,0,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,St. Louis Blues,1,0,0,0,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Tampa Bay Lightning,2,0,0,0,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Toronto Maple Leafs,1,0,0,0,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Vancouver Canucks,1,0,0,0,0
Olle Lycksell,lycksol01,/players/g/granlmi01.html,Washington Capitals,1,0,0,0,0
Adam Ginning,ginniad01,/players/g/granlmi01.html,Boston Bruins,1,0,0,0,0
Adam Ginning,ginniad01,/players/g/granlmi01.html,Carolina Hurricanes,1,0,0,0,0
Adam Ginning,ginniad01,/players/g/granlmi01.html,Chicago Blackhawks,1,0,0,0,0
Adam Ginning,ginniad01,/players/g/granlmi01.html,Columbus Blue Jackets,2,1,0,1,0
Adam Ginning,ginniad01,/players/g/granlmi01.html,Florida Panthers,2,0,0,0,0
Adam Ginning,ginniad01,/players/g/granlmi01.html,Montreal Canadiens,1,0,0,0,0
Adam Ginning,ginniad01,/players/g/granlmi01.html,New York Islanders,1,0,0,0,0
Adam Ginning,ginniad01,/players/g/granlmi01.html,New York Rangers,1,0,0,0,0
Adam Ginning,ginniad01,/players/g/granlmi01.html,Toronto Maple Leafs,1,0,0,0,0
Jacob Gaucher,gauchja01,/players/g/granlmi01.html,Colorado Avalanche,1,0,0,0,0
Jacob Gaucher,gauchja01,/players/g/granlmi01.html,Pittsburgh Penguins,1,0,0,0,0
Jacob Gaucher,gauchja01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Jacob Gaucher,gauchja01,/players/g/granlmi01.html,Washington Capitals,1,0,0,0,0
Anders Lee,NA,/players/g/granlmi01.html,Anaheim Ducks,19,2,7,9,0
Anders Lee,NA,/players/g/granlmi01.html,Arizona Coyotes,18,3,3,6,1
Anders Lee,NA,/players/g/granlmi01.html,Boston Bruins,34,9,9,18,0
Anders Lee,NA,/players/g/granlmi01.html,Buffalo Sabres,36,15,7,22,3
Anders Lee,NA,/players/g/granlmi01.html,Calgary Flames,17,4,0,4,0
Anders Lee,NA,/players/g/granlmi01.html,Carolina Hurricanes,37,11,16,27,1
Anders Lee,NA,/players/g/granlmi01.html,Chicago Blackhawks,18,3,5,8,0
Anders Lee,NA,/players/g/granlmi01.html,Colorado Avalanche,20,10,5,15,1
Anders Lee,NA,/players/g/granlmi01.html,Columbus Blue Jackets,38,10,12,22,3
Anders Lee,NA,/players/g/granlmi01.html,Dallas Stars,20,7,5,12,1
Anders Lee,NA,/players/g/granlmi01.html,Detroit Red Wings,30,13,12,25,3
Anders Lee,NA,/players/g/granlmi01.html,Edmonton Oilers,19,9,3,12,1
Anders Lee,NA,/players/g/granlmi01.html,Florida Panthers,31,8,6,14,0
Anders Lee,NA,/players/g/granlmi01.html,Los Angeles Kings,19,11,3,14,2
Anders Lee,NA,/players/g/granlmi01.html,Minnesota Wild,19,7,6,13,0
Anders Lee,NA,/players/g/granlmi01.html,Montreal Canadiens,29,7,3,10,1
Anders Lee,NA,/players/g/granlmi01.html,Nashville Predators,19,4,8,12,0
Anders Lee,NA,/players/g/granlmi01.html,New Jersey Devils,42,15,11,26,2
Anders Lee,NA,/players/g/granlmi01.html,New York Rangers,40,15,6,21,3
Anders Lee,NA,/players/g/granlmi01.html,Ottawa Senators,32,15,7,22,1
Anders Lee,NA,/players/g/granlmi01.html,Philadelphia Flyers,39,10,9,19,0
Anders Lee,NA,/players/g/granlmi01.html,Pittsburgh Penguins,41,20,9,29,5
Anders Lee,NA,/players/g/granlmi01.html,San Jose Sharks,19,12,5,17,3
Anders Lee,NA,/players/g/granlmi01.html,Seattle Kraken,8,1,1,2,0
Anders Lee,NA,/players/g/granlmi01.html,St. Louis Blues,19,6,6,12,2
Anders Lee,NA,/players/g/granlmi01.html,Tampa Bay Lightning,30,8,7,15,2
Anders Lee,NA,/players/g/granlmi01.html,Toronto Maple Leafs,28,9,10,19,2
Anders Lee,NA,/players/g/granlmi01.html,Utah Hockey Club,2,0,2,2,0
Anders Lee,NA,/players/g/granlmi01.html,Vancouver Canucks,20,6,9,15,0
Anders Lee,NA,/players/g/granlmi01.html,Vegas Golden Knights,14,3,5,8,1
Anders Lee,NA,/players/g/granlmi01.html,Washington Capitals,41,13,7,20,2
Anders Lee,NA,/players/g/granlmi01.html,Winnipeg Jets,21,17,8,25,2
Bo Horvat,horvabo01,/players/g/granlmi01.html,Anaheim Ducks,33,11,8,19,0
Bo Horvat,horvabo01,/players/g/granlmi01.html,Arizona Coyotes,29,12,8,20,3
Bo Horvat,horvabo01,/players/g/granlmi01.html,Boston Bruins,22,10,11,21,2
Bo Horvat,horvabo01,/players/g/granlmi01.html,Buffalo Sabres,24,7,9,16,1
Bo Horvat,horvabo01,/players/g/granlmi01.html,Calgary Flames,41,12,11,23,2
Bo Horvat,horvabo01,/players/g/granlmi01.html,Carolina Hurricanes,23,10,11,21,3
Bo Horvat,horvabo01,/players/g/granlmi01.html,Chicago Blackhawks,24,13,9,22,3
Bo Horvat,horvabo01,/players/g/granlmi01.html,Colorado Avalanche,26,7,7,14,1
Bo Horvat,horvabo01,/players/g/granlmi01.html,Columbus Blue Jackets,21,12,9,21,1
Bo Horvat,horvabo01,/players/g/granlmi01.html,Dallas Stars,22,8,7,15,2
Bo Horvat,horvabo01,/players/g/granlmi01.html,Detroit Red Wings,21,5,7,12,0
Bo Horvat,horvabo01,/players/g/granlmi01.html,Edmonton Oilers,41,12,17,29,3
Bo Horvat,horvabo01,/players/g/granlmi01.html,Florida Panthers,20,4,8,12,2
Bo Horvat,horvabo01,/players/g/granlmi01.html,Los Angeles Kings,32,4,14,18,0
Bo Horvat,horvabo01,/players/g/granlmi01.html,Minnesota Wild,24,9,5,14,1
Bo Horvat,horvabo01,/players/g/granlmi01.html,Montreal Canadiens,29,12,8,20,0
Bo Horvat,horvabo01,/players/g/granlmi01.html,Nashville Predators,21,7,7,14,1
Bo Horvat,horvabo01,/players/g/granlmi01.html,New Jersey Devils,22,10,6,16,1
Bo Horvat,horvabo01,/players/g/granlmi01.html,New York Islanders,15,5,5,10,0
Bo Horvat,horvabo01,/players/g/granlmi01.html,New York Rangers,21,7,9,16,0
Bo Horvat,horvabo01,/players/g/granlmi01.html,Ottawa Senators,30,10,13,23,0
Bo Horvat,horvabo01,/players/g/granlmi01.html,Philadelphia Flyers,22,4,8,12,2
Bo Horvat,horvabo01,/players/g/granlmi01.html,Pittsburgh Penguins,25,8,11,19,1
Bo Horvat,horvabo01,/players/g/granlmi01.html,San Jose Sharks,36,11,20,31,1
Bo Horvat,horvabo01,/players/g/granlmi01.html,Seattle Kraken,11,4,2,6,0
Bo Horvat,horvabo01,/players/g/granlmi01.html,St. Louis Blues,23,7,2,9,1
Bo Horvat,horvabo01,/players/g/granlmi01.html,Tampa Bay Lightning,20,4,9,13,1
Bo Horvat,horvabo01,/players/g/granlmi01.html,Toronto Maple Leafs,30,9,13,22,2
Bo Horvat,horvabo01,/players/g/granlmi01.html,Utah Hockey Club,2,1,0,1,0
Bo Horvat,horvabo01,/players/g/granlmi01.html,Vancouver Canucks,4,2,3,5,0
Bo Horvat,horvabo01,/players/g/granlmi01.html,Vegas Golden Knights,20,12,5,17,0
Bo Horvat,horvabo01,/players/g/granlmi01.html,Washington Capitals,22,6,13,19,1
Bo Horvat,horvabo01,/players/g/granlmi01.html,Winnipeg Jets,35,6,10,16,2
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Anaheim Ducks,21,9,5,14,1
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Arizona Coyotes,20,8,9,17,1
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Boston Bruins,41,8,10,18,0
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Buffalo Sabres,38,9,8,17,1
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Calgary Flames,19,5,3,8,0
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Carolina Hurricanes,40,15,13,28,3
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Chicago Blackhawks,19,5,8,13,1
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Colorado Avalanche,22,8,8,16,2
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Columbus Blue Jackets,40,13,7,20,6
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Dallas Stars,22,7,8,15,2
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Detroit Red Wings,32,16,11,27,3
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Edmonton Oilers,18,3,5,8,0
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Florida Panthers,32,7,7,14,0
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Los Angeles Kings,21,3,5,8,0
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Minnesota Wild,20,7,4,11,1
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Montreal Canadiens,31,17,8,25,2
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Nashville Predators,20,7,9,16,2
Brock Nelson,nelsobr01,/players/g/granlmi01.html,New Jersey Devils,48,15,11,26,2
Brock Nelson,nelsobr01,/players/g/granlmi01.html,New York Rangers,51,19,18,37,3
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Ottawa Senators,32,9,10,19,1
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Philadelphia Flyers,49,14,15,29,3
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Pittsburgh Penguins,46,21,19,40,3
Brock Nelson,nelsobr01,/players/g/granlmi01.html,San Jose Sharks,20,7,12,19,2
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Seattle Kraken,8,2,2,4,0
Brock Nelson,nelsobr01,/players/g/granlmi01.html,St. Louis Blues,21,5,10,15,2
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Tampa Bay Lightning,31,11,9,20,2
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Toronto Maple Leafs,32,7,11,18,1
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Utah Hockey Club,2,1,2,3,0
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Vancouver Canucks,21,10,8,18,0
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Vegas Golden Knights,14,7,3,10,1
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Washington Capitals,48,13,12,25,1
Brock Nelson,nelsobr01,/players/g/granlmi01.html,Winnipeg Jets,21,6,8,14,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Anaheim Ducks,17,9,5,14,3
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Arizona Coyotes,22,6,4,10,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Boston Bruins,36,14,5,19,4
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Buffalo Sabres,32,10,7,17,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Calgary Flames,23,10,6,16,2
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Carolina Hurricanes,34,9,15,24,2
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Chicago Blackhawks,27,7,12,19,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Colorado Avalanche,25,7,5,12,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Columbus Blue Jackets,35,10,11,21,3
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Dallas Stars,30,6,4,10,2
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Detroit Red Wings,33,10,12,22,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Edmonton Oilers,24,8,9,17,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Florida Panthers,25,9,5,14,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Los Angeles Kings,29,5,4,9,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Minnesota Wild,23,6,9,15,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Montreal Canadiens,26,10,12,22,2
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Nashville Predators,28,11,7,18,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,New Jersey Devils,17,7,12,19,4
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,New York Islanders,27,7,9,16,2
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,New York Rangers,43,13,14,27,4
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Ottawa Senators,29,10,12,22,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Philadelphia Flyers,36,14,14,28,3
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Pittsburgh Penguins,40,13,13,26,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,San Jose Sharks,29,5,6,11,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Seattle Kraken,7,2,2,4,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,St. Louis Blues,22,6,3,9,0
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Tampa Bay Lightning,28,12,1,13,2
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Toronto Maple Leafs,27,6,10,16,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Utah Hockey Club,2,0,1,1,0
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Vancouver Canucks,24,7,7,14,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Vegas Golden Knights,12,3,3,6,0
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Washington Capitals,42,8,9,17,1
Kyle Palmieri,palmiky01,/players/g/granlmi01.html,Winnipeg Jets,24,5,6,11,1
Simon Holmström,holmssi01,/players/g/granlmi01.html,Anaheim Ducks,4,1,1,2,1
Simon Holmström,holmssi01,/players/g/granlmi01.html,Arizona Coyotes,2,0,1,1,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,Boston Bruins,7,2,0,2,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,Buffalo Sabres,7,2,1,3,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,Calgary Flames,3,0,0,0,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,Carolina Hurricanes,9,3,0,3,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,Chicago Blackhawks,5,3,2,5,1
Simon Holmström,holmssi01,/players/g/granlmi01.html,Colorado Avalanche,5,4,2,6,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,Columbus Blue Jackets,7,1,1,2,1
Simon Holmström,holmssi01,/players/g/granlmi01.html,Dallas Stars,5,0,1,1,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,Detroit Red Wings,8,1,1,2,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,Edmonton Oilers,4,1,0,1,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,Florida Panthers,5,2,0,2,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,Los Angeles Kings,4,0,1,1,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,Minnesota Wild,5,0,0,0,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,Montreal Canadiens,7,0,0,0,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,Nashville Predators,4,0,2,2,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,New Jersey Devils,7,1,1,2,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,New York Rangers,7,0,1,1,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,Ottawa Senators,7,1,0,1,0
Simon Holmström,holmssi01,/players/g/granlmi01.html,Philadelphia Flyers,8,1,2,3,1
