index,date,day_of_week,day_night,v_name,h_name,h_wins_last_30,h_hr_last_30,h_hits_last_30,h_runs_last_30,h_game_number,attendance,Year,division,home_had_top3_award_player,visitor_had_top3_award_player,h_division,v_division,rivalry_game,h_win_perc,v_win_perc
147710,2007-04-10,Tue,N,WAS,ATL,18,1.5666666666666669,8.766666666666667,5.066666666666666,7,18396,2007,NL EAST,0,0,NL EAST,NL EAST,1,0.519,0.451
147711,2007-04-10,Tue,D,HOU,CHN,13,1.1666666666666667,9.466666666666669,4.966666666666667,8,35924,2007,NL CENTRAL,0,1,NL CENTRAL,NL CENTRAL,1,0.525,0.451
147712,2007-04-10,Tue,N,MIL,MIA,13,1.2666666666666666,9.8,4.9,8,10883,2007,NL EAST,0,1,NL EAST,NL CENTRAL,0,0.438,0.512
147713,2007-04-10,Tue,N,COL,LAN,18,1.2,9,5.1,8,40560,2007,NL WEST,1,1,NL WEST,NL WEST,1,0.506,0.552
147714,2007-04-10,Tue,N,SLN,PIT,15,0.8,8,3.433333333333333,8,12468,2007,NL CENTRAL,0,0,NL CENTRAL,NL CENTRAL,1,0.42,0.481
147715,2007-04-10,Tue,N,SFN,SDN,20,0.9333333333333332,9.066666666666666,4.6,8,28878,2007,NL WEST,1,0,NL WEST,NL EAST,0,0.546,0.438
147716,2007-04-10,Tue,N,DET,BAL,12,1.1,9.533333333333331,4.533333333333333,8,18594,2007,AL EAST,0,1,AL EAST,AL CENTRAL,0,0.426,0.543
147717,2007-04-10,Tue,D,SEA,BOS,15,0.7333333333333333,8,4.1,7,35847,2007,AL EAST,1,0,AL EAST,AL WEST,0,0.593,0.543
147718,2007-04-10,Tue,N,ANA,CLE,15,0.9666666666666668,9.5,5.233333333333333,4,19031,2007,AL CENTRAL,1,1,AL CENTRAL,AL WEST,0,0.593,0.58
147719,2007-04-10,Tue,N,NYA,MIN,20,0.7333333333333333,10.333333333333334,4.866666666666666,7,24552,2007,AL CENTRAL,0,1,AL CENTRAL,AL EAST,0,0.488,0.58
147720,2007-04-10,Tue,N,CHA,OAK,15,0.8333333333333334,9,4.566666666666666,9,15153,2007,AL WEST,0,0,AL WEST,AL CENTRAL,0,0.469,0.444
147721,2007-04-10,Tue,N,TBA,TEX,12,1.0333333333333334,9.266666666666667,4.733333333333333,8,23897,2007,AL WEST,0,1,AL WEST,AL EAST,0,0.463,0.407
147722,2007-04-10,Tue,N,KCA,TOR,19,0.9333333333333332,10.166666666666666,5.2,7,22106,2007,AL EAST,0,1,AL EAST,AL CENTRAL,0,0.512,0.426
147723,2007-04-11,Wed,N,CIN,ARI,17,1.0333333333333334,9.1,4.433333333333334,10,19534,2007,NL WEST,1,0,NL WEST,NL CENTRAL,0,0.556,0.444
147724,2007-04-11,Wed,N,WAS,ATL,19,1.6333333333333333,8.9,5.333333333333333,8,15631,2007,NL EAST,0,0,NL EAST,NL EAST,1,0.519,0.451
147725,2007-04-11,Wed,N,MIL,MIA,13,1.1666666666666667,9.666666666666666,4.7,9,11379,2007,NL EAST,0,1,NL EAST,NL CENTRAL,0,0.438,0.512
147726,2007-04-11,Wed,N,COL,LAN,19,1.2,8.966666666666667,5.166666666666667,9,35852,2007,NL WEST,1,1,NL WEST,NL WEST,1,0.506,0.552
