index,date,day_of_week,day_night,v_name,h_name,h_wins_last_30,h_hr_last_30,h_hits_last_30,h_runs_last_30,h_game_number,attendance
152718,2009-04-25,Sat,N,PIT,SDN,16,0.9666666666666667,8.933333333333334,4.433333333333334,17,41665
152719,2009-04-25,Sat,D,CHN,SLN,20,1.1666666666666667,10.366666666666667,5.966666666666667,18,46707
152720,2009-04-25,Sat,N,SEA,ANA,15,1.0333333333333334,9.866666666666667,4.966666666666667,17,43542
152721,2009-04-25,Sat,N,TEX,BAL,10,0.6,8.633333333333333,4.2,18,41160
152722,2009-04-25,Sat,D,NYA,BOS,18,1.2,9,5.1,17,37699
152723,2009-04-25,Sat,N,TOR,CHA,14,1.3333333333333333,8.333333333333334,4.566666666666666,17,30383
152724,2009-04-25,Sat,N,MIN,CLE,15,1.3666666666666667,9.6,5.9,18,23186
152725,2009-04-25,Sat,N,DET,KCA,20,1.0666666666666667,9.4,4.933333333333334,17,37647
152726,2009-04-25,Sat,D,TBA,OAK,13,0.5666666666666667,8.366666666666667,4.3,16,15432
152727,2009-04-26,Sun,D,SFN,ARI,15,1.1666666666666667,7.9,3.9,18,31862
152728,2009-04-26,Sun,D,ATL,CIN,15,1,7.866666666666666,4.1,18,29327
152729,2009-04-26,Sun,D,LAN,COL,12,1.2,8.3,4.666666666666667,17,35505
152730,2009-04-26,Sun,D,PHI,MIA,19,1.1666666666666667,9.7,5.7,18,17177
152731,2009-04-26,Sun,D,MIL,HOU,12,0.8333333333333334,8.466666666666667,3.6333333333333333,19,27690
152732,2009-04-26,Sun,D,WAS,NYN,14,0.8,9.033333333333333,4.766666666666667,18,40023
152733,2009-04-26,Sun,D,PIT,SDN,16,0.9666666666666667,9,4.466666666666667,18,30848
152734,2009-04-26,Sun,D,CHN,SLN,21,1.1333333333333333,10.5,6.166666666666667,19,44742
152735,2009-04-26,Sun,D,SEA,ANA,14,1.0666666666666667,9.9,5.1,18,43057
152736,2009-04-26,Sun,D,TEX,BAL,9,0.6,8.7,4.3,19,22896
152737,2009-04-26,Sun,N,NYA,BOS,18,1.3,9.2,5.5,18,38154
152738,2009-04-26,Sun,D,TOR,CHA,14,1.3666666666666667,8.366666666666667,4.7,18,31459
152739,2009-04-26,Sun,D,MIN,CLE,14,1.3,9.566666666666666,5.833333333333333,19,20153
152740,2009-04-26,Sun,D,DET,KCA,19,1,9.033333333333333,4.533333333333333,18,13520
152741,2009-04-26,Sun,D,TBA,OAK,14,0.6333333333333333,8.4,4.466666666666667,17,18689
152742,2009-04-27,Mon,N,CHN,ARI,15,1.1666666666666667,7.966666666666667,4,19,29471
152743,2009-04-27,Mon,N,SLN,ATL,14,0.8,9,4.533333333333333,19,16739
152744,2009-04-27,Mon,N,HOU,CIN,15,1.0666666666666667,7.933333333333334,4.133333333333334,19,12365
152745,2009-04-27,Mon,N,SDN,COL,13,1.2666666666666666,8.5,4.966666666666667,18,18246
152746,2009-04-27,Mon,N,PIT,MIL,15,1.0333333333333334,8.4,4.466666666666667,19,32198
152747,2009-04-27,Mon,N,MIA,NYN,14,0.8,9.1,4.8,19,38573
152748,2009-04-27,Mon,N,WAS,PHI,19,1.3666666666666667,9.033333333333333,5.666666666666667,18,41620
152749,2009-04-27,Mon,N,LAN,SFN,12,0.5333333333333333,8.533333333333333,3.5,18,30091
152750,2009-04-27,Mon,N,TEX,BAL,10,0.6333333333333333,8.7,4.333333333333333,20,10621
152751,2009-04-27,Mon,N,BOS,CLE,14,1.1666666666666667,9.4,5.566666666666666,20,18652
152752,2009-04-27,Mon,N,NYA,DET,14,1.3,9,5.466666666666667,19,28784
152753,2009-04-27,Mon,N,TOR,KCA,18,1.0333333333333334,8.766666666666667,4.5,19,9685
152754,2009-04-27,Mon,N,TBA,MIN,15,0.6333333333333333,8.766666666666667,4.2,20,17988
152755,2009-04-28,Tue,N,CHN,ARI,15,1.1333333333333333,7.9,4,20,30351
152756,2009-04-28,Tue,N,SLN,ATL,14,0.8,9,4.366666666666666,20,18121
152757,2009-04-28,Tue,N,HOU,CIN,14,0.9666666666666667,8.066666666666666,4.066666666666666,20,9878
152758,2009-04-28,Tue,N,SDN,COL,13,1.2666666666666666,8.866666666666667,5.333333333333333,19,19346
152759,2009-04-28,Tue,N,PIT,MIL,16,1.0666666666666667,8.3,4.666666666666667,20,26594
152760,2009-04-28,Tue,N,MIA,NYN,14,0.7,9.066666666666666,4.733333333333333,20,38546
152761,2009-04-28,Tue,N,WAS,PHI,19,1.4,9.133333333333333,5.9,19,43930
152762,2009-04-28,Tue,N,LAN,SFN,13,0.5333333333333333,8.5,3.6333333333333333,19,30482
152763,2009-04-28,Tue,N,ANA,BAL,10,0.6333333333333333,8.8,4.4,21,11857
152764,2009-04-28,Tue,D,SEA,CHA,14,1.3666666666666667,8.466666666666667,4.766666666666667,19,0
152765,2009-04-28,Tue,N,SEA,CHA,15,1.3333333333333333,8.3,4.766666666666667,20,25042
152766,2009-04-28,Tue,N,BOS,CLE,13,1.1,9.233333333333333,5.4,21,19613
152767,2009-04-28,Tue,N,NYA,DET,14,1.3,8.633333333333333,5.033333333333333,20,25519
152768,2009-04-28,Tue,N,TOR,KCA,18,1.0333333333333334,8.666666666666666,4.533333333333333,20,15191
152769,2009-04-28,Tue,N,TBA,MIN,14,0.6,8.433333333333334,3.8666666666666667,21,18974
152770,2009-04-28,Tue,N,OAK,TEX,14,1.7,10.4,6.233333333333333,20,12627
152771,2009-04-29,Wed,D,CHN,ARI,14,1.1333333333333333,8,4,21,26999
152772,2009-04-29,Wed,N,SLN,ATL,15,0.8,8.966666666666667,4.4,21,19127
152773,2009-04-29,Wed,N,HOU,CIN,14,1.0333333333333334,8.033333333333333,4.033333333333333,21,12681
152774,2009-04-29,Wed,D,SDN,COL,13,1.2333333333333334,8.866666666666667,5.266666666666667,20,20289
152775,2009-04-29,Wed,D,PIT,MIL,16,1.1333333333333333,8.266666666666667,4.666666666666667,21,29791
152776,2009-04-29,Wed,D,MIA,NYN,13,0.6333333333333333,8.966666666666667,4.633333333333334,21,39339
152777,2009-04-29,Wed,N,WAS,PHI,19,1.4333333333333333,9.033333333333333,5.866666666666666,20,36351
152778,2009-04-29,Wed,N,LAN,SFN,13,0.5333333333333333,8.633333333333333,3.7333333333333334,20,37717
152779,2009-04-29,Wed,D,ANA,BAL,10,0.6666666666666666,8.933333333333334,4.5,22,14203
152780,2009-04-29,Wed,D,SEA,CHA,14,1.2,8.133333333333333,4.5,21,18023
152781,2009-04-29,Wed,N,BOS,CLE,13,1.0666666666666667,9.433333333333334,5.5,22,19137
152782,2009-04-29,Wed,N,NYA,DET,14,1.2333333333333334,8.566666666666666,4.866666666666666,21,28348
152783,2009-04-29,Wed,N,TOR,KCA,17,1,8.633333333333333,4.4,21,10619
152784,2009-04-29,Wed,N,TBA,MIN,15,0.6333333333333333,8.5,3.966666666666667,22,21715
152785,2009-04-30,Thu,N,MIA,CHN,15,1.0666666666666667,9,4.866666666666666,21,37956
152786,2009-04-30,Thu,N,SDN,LAN,18,1.0666666666666667,9.9,5.6,23,54628
152787,2009-04-30,Thu,N,ARI,MIL,17,1.1666666666666667,8.166666666666666,4.5,22,26464
152788,2009-04-30,Thu,N,SLN,WAS,6,0.9,9.566666666666666,4.366666666666666,21,18007
152789,2009-04-30,Thu,D,TOR,KCA,17,1.0666666666666667,8.7,4.366666666666666,22,11896
152790,2009-04-30,Thu,N,ANA,NYA,18,1.3666666666666667,9.833333333333334,5.7,22,43388
152791,2009-04-30,Thu,N,BOS,TBA,13,1.1666666666666667,8.833333333333334,4.8,23,20341
152792,2009-04-30,Thu,D,OAK,TEX,14,1.7,10.3,6.233333333333333,21,13802
152793,2009-05-01,Fri,N,HOU,ATL,15,0.7666666666666667,8.966666666666667,4.4,22,29309
152794,2009-05-01,Fri,D,MIA,CHN,15,1.1333333333333333,8.866666666666667,4.733333333333333,22,38336
152795,2009-05-01,Fri,N,SDN,LAN,18,1.0333333333333334,10.066666666666666,5.533333333333333,24,47210
152796,2009-05-01,Fri,N,ARI,MIL,18,1.1666666666666667,8.1,4.566666666666666,23,42810
152797,2009-05-01,Fri,N,NYN,PHI,18,1.4333333333333333,8.933333333333334,5.7,21,44773
152798,2009-05-01,Fri,N,CIN,PIT,14,0.7666666666666667,8.633333333333333,4.4,22,14238
152799,2009-05-01,Fri,N,COL,SFN,14,0.5666666666666667,8.833333333333334,3.8333333333333335,21,30791
152800,2009-05-01,Fri,N,SLN,WAS,6,0.9,9.3,4.266666666666667,22,20697
152801,2009-05-01,Fri,N,CLE,DET,14,1.2333333333333334,8.466666666666667,4.966666666666667,22,22288
152802,2009-05-01,Fri,N,KCA,MIN,16,0.6333333333333333,8.666666666666666,4.166666666666667,23,24727
152803,2009-05-01,Fri,N,ANA,NYA,18,1.3666666666666667,9.933333333333334,5.833333333333333,23,44058
152804,2009-05-01,Fri,N,OAK,SEA,17,0.6666666666666666,8.966666666666667,4.533333333333333,23,25760
152805,2009-05-01,Fri,N,BOS,TBA,13,1.2333333333333334,9.333333333333334,5.1,24,27045
152806,2009-05-01,Fri,N,CHA,TEX,14,1.7666666666666666,10.366666666666667,6.166666666666667,22,23836
152807,2009-05-01,Fri,N,BAL,TOR,18,1.2666666666666666,10.266666666666667,5.566666666666666,25,20202
152808,2009-05-02,Sat,D,HOU,ATL,16,0.8,8.966666666666667,4.466666666666667,23,28203
152809,2009-05-02,Sat,D,MIA,CHN,15,1.1666666666666667,9,4.833333333333333,23,40083
152810,2009-05-02,Sat,N,SDN,LAN,19,1.0333333333333334,10,5.566666666666666,25,47680
152811,2009-05-02,Sat,N,ARI,MIL,18,1.1333333333333333,8.066666666666666,4.533333333333333,24,42422
152812,2009-05-02,Sat,D,NYN,PHI,17,1.4333333333333333,8.966666666666667,5.7,22,45069
152813,2009-05-02,Sat,N,CIN,PIT,14,0.7333333333333333,8.666666666666666,4.366666666666666,23,22891
152814,2009-05-02,Sat,D,COL,SFN,15,0.5333333333333333,8.7,3.8666666666666667,22,30166
152815,2009-05-02,Sat,D,SLN,WAS,6,0.9333333333333333,9.133333333333333,4.266666666666667,23,19950
152816,2009-05-02,Sat,D,CLE,DET,14,1.2333333333333334,8.366666666666667,4.966666666666667,23,34646
152817,2009-05-02,Sat,N,KCA,MIN,16,0.7,8.766666666666667,4.266666666666667,24,29061
152818,2009-05-02,Sat,D,ANA,NYA,18,1.4,10.2,6.133333333333334,24,44970
152819,2009-05-02,Sat,N,OAK,SEA,18,0.7333333333333333,9.133333333333333,4.7,24,29484
152820,2009-05-02,Sat,N,BOS,TBA,13,1.3,9.133333333333333,5.133333333333334,25,34910
152821,2009-05-02,Sat,N,CHA,TEX,14,1.7333333333333334,10,5.833333333333333,23,26673
152822,2009-05-02,Sat,D,BAL,TOR,19,1.3,10.433333333333334,5.8,26,18331
152823,2009-05-03,Sun,D,HOU,ATL,15,0.8,8.9,4.366666666666666,24,27921
152824,2009-05-03,Sun,D,MIA,CHN,15,1.2333333333333334,9.033333333333333,4.866666666666666,24,40457
152825,2009-05-03,Sun,D,SDN,LAN,19,0.9666666666666667,9.866666666666667,5.3,26,52096
152826,2009-05-03,Sun,D,ARI,MIL,17,1.1,7.866666666666666,4.3,25,44727
152827,2009-05-03,Sun,D,CIN,PIT,14,0.7333333333333333,8.833333333333334,4.433333333333334,24,13670
152828,2009-05-03,Sun,D,COL,SFN,14,0.5333333333333333,8.466666666666667,3.6666666666666665,23,30650
152829,2009-05-03,Sun,D,CLE,DET,15,1.3,8.6,5.2,24,27411
152830,2009-05-03,Sun,D,KCA,MIN,15,0.6333333333333333,8.833333333333334,4.2,25,31845
152831,2009-05-03,Sun,D,OAK,SEA,18,0.7666666666666667,9.3,4.733333333333333,25,29963
152832,2009-05-03,Sun,D,BOS,TBA,12,1.3,9.133333333333333,5.1,26,32332
152833,2009-05-03,Sun,N,CHA,TEX,15,1.7666666666666666,10.1,6.033333333333333,24,20132
152834,2009-05-03,Sun,D,BAL,TOR,20,1.3,10.633333333333333,5.9,27,20418
152835,2009-05-04,Mon,N,NYN,ATL,14,0.8,8.9,4.3,25,19132
152836,2009-05-04,Mon,N,SFN,CHN,15,1.2333333333333334,8.866666666666667,4.766666666666667,25,39112
152837,2009-05-04,Mon,N,CIN,MIA,17,1.0666666666666667,8.533333333333333,4.866666666666666,26,10825
152838,2009-05-04,Mon,N,ARI,LAN,19,0.9,9.633333333333333,5.133333333333334,27,30530
152839,2009-05-04,Mon,N,MIL,PIT,14,0.7333333333333333,8.666666666666666,4.366666666666666,25,8482
152840,2009-05-04,Mon,N,COL,SDN,13,1,7.966666666666667,3.933333333333333,26,14717
152841,2009-05-04,Mon,N,PHI,SLN,22,1.2333333333333334,10.033333333333333,6.066666666666666,26,35990
152842,2009-05-04,Mon,N,HOU,WAS,7,0.9666666666666667,9.1,4.266666666666667,24,14115
152843,2009-05-04,Mon,N,MIN,DET,16,1.3333333333333333,8.866666666666667,5.3,25,21298
152844,2009-05-04,Mon,N,CHA,KCA,18,1,9.033333333333333,4.866666666666666,26,21843
152845,2009-05-04,Mon,N,BOS,NYA,17,1.3666666666666667,10.033333333333333,6.033333333333333,25,46426
152846,2009-05-04,Mon,N,ANA,OAK,12,0.6333333333333333,8.8,4.5,23,10397
152847,2009-05-04,Mon,N,TEX,SEA,18,0.8333333333333334,9.4,4.7,26,16421
152848,2009-05-04,Mon,N,BAL,TBA,12,1.3,9.2,4.9,27,12658
152849,2009-05-04,Mon,N,CLE,TOR,20,1.3333333333333333,10.4,5.766666666666667,28,15295
152850,2009-05-05,Tue,N,NYN,ATL,14,0.8,8.8,4.366666666666666,26,21049
152851,2009-05-05,Tue,D,SFN,CHN,16,1.2666666666666666,8.733333333333333,4.833333333333333,26,39497
152852,2009-05-05,Tue,N,CIN,MIA,18,1.0333333333333334,8.7,4.833333333333333,27,11087
152853,2009-05-05,Tue,N,ARI,LAN,20,0.9333333333333333,9.633333333333333,5.2,28,33557
152854,2009-05-05,Tue,N,MIL,PIT,14,0.7333333333333333,8.7,4.333333333333333,26,9775
152855,2009-05-05,Tue,N,COL,SDN,13,1.0333333333333334,7.766666666666667,4,27,13646
152856,2009-05-05,Tue,N,PHI,SLN,21,1.2333333333333334,9.933333333333334,5.966666666666667,27,36754
152857,2009-05-05,Tue,D,HOU,WAS,8,0.9666666666666667,9.466666666666667,4.533333333333333,25,19328
152858,2009-05-05,Tue,N,MIN,DET,16,1.3,8.633333333333333,5.233333333333333,26,23754
152859,2009-05-05,Tue,N,CHA,KCA,18,0.9333333333333333,9,4.8,27,13419
152860,2009-05-05,Tue,N,BOS,NYA,16,1.4333333333333333,10.1,6.066666666666666,26,46810
152861,2009-05-05,Tue,N,ANA,OAK,11,0.6666666666666666,8.6,4.3,24,13298
152862,2009-05-05,Tue,D,TEX,SEA,18,0.9,9.3,4.7,27,19810
152863,2009-05-05,Tue,D,BAL,TBA,12,1.2333333333333334,9.166666666666666,4.866666666666666,28,13174
152864,2009-05-05,Tue,D,CLE,TOR,19,1.3,10.633333333333333,5.9,29,22005
152865,2009-05-06,Wed,N,MIL,CIN,14,0.9,8.166666666666666,4.1,27,10982
152866,2009-05-06,Wed,N,SFN,COL,12,1.2,8.566666666666666,5.066666666666666,26,22105
152867,2009-05-06,Wed,N,ATL,MIA,17,0.9666666666666667,8.2,4.533333333333333,28,12725
152868,2009-05-06,Wed,N,CHN,HOU,13,0.8333333333333334,8.733333333333333,3.966666666666667,28,29415
152869,2009-05-06,Wed,N,WAS,LAN,21,0.8333333333333334,9.433333333333334,5.133333333333334,29,31348
152870,2009-05-06,Wed,N,PHI,NYN,14,0.7,9.1,4.533333333333333,26,37600
152871,2009-05-06,Wed,N,ARI,SDN,13,0.9666666666666667,7.666666666666667,3.8333333333333335,28,15092
152872,2009-05-06,Wed,N,PIT,SLN,20,1.2666666666666666,9.733333333333333,5.8,28,36188
152873,2009-05-06,Wed,N,TOR,ANA,15,0.8333333333333334,10.066666666666666,5.2,26,41123
152874,2009-05-06,Wed,N,MIN,BAL,11,0.8666666666666667,8.866666666666667,4.7,28,10566
152875,2009-05-06,Wed,N,CLE,BOS,18,1.1,9.366666666666667,5.6,28,37888
152876,2009-05-06,Wed,N,SEA,KCA,18,1,8.933333333333334,4.733333333333333,28,15324
152877,2009-05-06,Wed,N,TBA,NYA,15,1.4333333333333333,10.1,5.966666666666667,27,42585
152878,2009-05-06,Wed,N,TEX,OAK,10,0.6666666666666666,8.666666666666666,4.233333333333333,25,15342
152879,2009-05-07,Thu,N,MIL,CIN,14,0.9,8.2,4,28,14724
152880,2009-05-07,Thu,D,SFN,COL,12,1.2,8.4,4.933333333333334,27,23453
152881,2009-05-07,Thu,D,ATL,MIA,16,0.9666666666666667,8.166666666666666,4.533333333333333,29,17759
152882,2009-05-07,Thu,N,CHN,HOU,12,0.8,8.6,3.9,29,28625
152883,2009-05-07,Thu,N,WAS,LAN,21,0.8,9.466666666666667,5.4,30,37074
152884,2009-05-07,Thu,N,PHI,NYN,15,0.6666666666666666,8.9,4.366666666666666,27,37295
152885,2009-05-07,Thu,D,ARI,SDN,13,0.9333333333333333,7.666666666666667,3.7666666666666666,29,18921
152886,2009-05-07,Thu,D,PIT,SLN,20,1.2666666666666666,9.466666666666667,5.7,29,41928
152887,2009-05-07,Thu,N,TOR,ANA,14,0.8,9.766666666666667,5.033333333333333,27,41007
152888,2009-05-07,Thu,N,MIN,BAL,12,0.9333333333333333,9,4.833333333333333,29,11399
152889,2009-05-07,Thu,N,CLE,BOS,18,1.0333333333333334,9.2,5.4,29,37541
152890,2009-05-07,Thu,N,DET,CHA,15,1.1333333333333333,8.666666666666666,4.5,27,27475
152891,2009-05-07,Thu,D,SEA,KCA,18,0.9666666666666667,8.966666666666667,4.766666666666667,29,32714
152892,2009-05-07,Thu,N,TBA,NYA,15,1.4333333333333333,10.2,6,28,43769
152893,2009-05-07,Thu,D,TEX,OAK,9,0.6666666666666666,8.5,4.166666666666667,26,13702
152894,2009-05-08,Fri,N,WAS,ARI,13,1.0333333333333334,7.266666666666667,3.566666666666667,30,28640
152895,2009-05-08,Fri,N,SLN,CIN,15,0.9,8.133333333333333,4,29,18016
152896,2009-05-08,Fri,N,MIA,COL,11,1.2333333333333334,8.333333333333334,4.933333333333334,28,27398
152897,2009-05-08,Fri,N,SDN,HOU,12,0.8,8.566666666666666,3.9,30,28139
152898,2009-05-08,Fri,N,SFN,LAN,21,0.8333333333333334,9.733333333333333,5.666666666666667,31,51209
152899,2009-05-08,Fri,N,CHN,MIL,17,1.2,8.433333333333334,4.8,30,42025
152900,2009-05-08,Fri,N,PIT,NYN,15,0.7666666666666667,8.9,4.366666666666666,28,38496
152901,2009-05-08,Fri,N,ATL,PHI,17,1.4333333333333333,9.266666666666667,5.8,27,45312
152902,2009-05-08,Fri,N,KCA,ANA,14,0.8,9.733333333333333,5.033333333333333,28,41019
152903,2009-05-08,Fri,N,NYA,BAL,12,1,8.966666666666667,4.933333333333334,30,36926
152904,2009-05-08,Fri,N,TBA,BOS,19,1.0666666666666667,9.466666666666667,5.766666666666667,30,37745
152905,2009-05-08,Fri,N,TEX,CHA,16,1.1,8.633333333333333,4.5,28,21326
152906,2009-05-08,Fri,N,DET,CLE,11,1.1333333333333333,9.533333333333333,5.3,30,27492
152907,2009-05-08,Fri,N,SEA,MIN,13,0.6333333333333333,8.833333333333334,4.133333333333334,30,29714
152908,2009-05-08,Fri,N,TOR,OAK,10,0.6666666666666666,8.7,4.333333333333333,27,14103
152909,2009-05-09,Sat,N,WAS,ARI,12,1,7.466666666666667,3.6333333333333333,31,27233
152910,2009-05-09,Sat,N,SLN,CIN,16,0.8666666666666667,8.166666666666666,4.033333333333333,30,40651
152911,2009-05-09,Sat,N,MIA,COL,11,1.2666666666666666,8.266666666666667,4.9,29,28227
152912,2009-05-09,Sat,N,SDN,HOU,12,0.7666666666666667,8.466666666666667,3.8666666666666667,31,29141
152913,2009-05-09,Sat,D,SFN,LAN,20,0.8,9.733333333333333,5.566666666666666,32,41425
152914,2009-05-09,Sat,N,CHN,MIL,17,1.2333333333333334,8.533333333333333,4.8,31,44428
152915,2009-05-09,Sat,D,PIT,NYN,16,0.8,9.1,4.566666666666666,29,39769
152916,2009-05-09,Sat,D,ATL,PHI,18,1.4666666666666666,9.3,6,28,45339
152917,2009-05-09,Sat,N,KCA,ANA,15,0.8,9.866666666666667,5.133333333333334,29,39776
152918,2009-05-09,Sat,N,NYA,BAL,12,1,8.933333333333334,4.9,31,41825
152919,2009-05-09,Sat,D,TBA,BOS,19,1.1333333333333333,9.733333333333333,5.866666666666666,31,37773
152920,2009-05-09,Sat,N,TEX,CHA,15,1.0666666666666667,8.433333333333334,4.333333333333333,29,28864
152921,2009-05-09,Sat,N,DET,CLE,11,1.1,9.266666666666667,5.266666666666667,31,33640
152922,2009-05-09,Sat,N,SEA,MIN,14,0.7666666666666667,9.2,4.5,31,29552
152923,2009-05-09,Sat,D,TOR,OAK,11,0.6333333333333333,8.6,4.366666666666666,28,15817
152924,2009-05-10,Sun,D,WAS,ARI,11,0.8333333333333334,7.333333333333333,3.3666666666666667,32,25086
152925,2009-05-10,Sun,D,SLN,CIN,17,0.8666666666666667,8.366666666666667,4.166666666666667,31,27664
152926,2009-05-10,Sun,D,MIA,COL,11,1.2666666666666666,8.333333333333334,4.8,30,30197
152927,2009-05-10,Sun,D,SDN,HOU,13,0.7666666666666667,8.4,3.966666666666667,32,30023
152928,2009-05-10,Sun,D,SFN,LAN,21,0.8,9.933333333333334,5.766666666666667,33,37529
152929,2009-05-10,Sun,D,CHN,MIL,18,1.3,8.6,5,32,41646
152930,2009-05-10,Sun,D,PIT,NYN,16,0.8333333333333334,9.466666666666667,4.833333333333333,30,39871
152931,2009-05-10,Sun,D,ATL,PHI,17,1.5,9.133333333333333,5.8,29,45343
152932,2009-05-10,Sun,D,KCA,ANA,16,0.8,9.7,5.033333333333333,30,43646
152933,2009-05-10,Sun,D,NYA,BAL,12,1.1,9,4.966666666666667,32,33290
152934,2009-05-10,Sun,N,TBA,BOS,18,1.1333333333333333,9.766666666666667,5.866666666666666,32,37759
152935,2009-05-10,Sun,D,TEX,CHA,15,1.0333333333333334,8.466666666666667,4.166666666666667,30,25844
152936,2009-05-10,Sun,D,DET,CLE,11,1.1,9.333333333333334,5.233333333333333,32,25705
152937,2009-05-10,Sun,D,SEA,MIN,15,0.8666666666666667,9.266666666666667,4.766666666666667,32,25555
152938,2009-05-10,Sun,D,TOR,OAK,11,0.6333333333333333,8.566666666666666,4.233333333333333,29,15126
152939,2009-05-11,Mon,N,CIN,ARI,12,0.8666666666666667,7.733333333333333,3.7,33,17640
152940,2009-05-11,Mon,N,ATL,NYN,17,0.8,9.7,5.033333333333333,31,40497
152941,2009-05-11,Mon,N,WAS,SFN,16,0.5333333333333333,8.3,3.6333333333333333,31,23934
152942,2009-05-11,Mon,N,CHA,CLE,11,1.0666666666666667,9.4,5.166666666666667,33,14567
152943,2009-05-12,Tue,N,CIN,ARI,12,0.9333333333333333,7.933333333333334,3.8,34,24835
152944,2009-05-12,Tue,N,SDN,CHN,16,1.1666666666666667,8.5,4.833333333333333,32,39963
152945,2009-05-12,Tue,N,HOU,COL,12,1.3,8.5,4.866666666666666,31,23233
152946,2009-05-12,Tue,N,MIA,MIL,17,1.2666666666666666,8.633333333333333,4.933333333333334,33,29331
152947,2009-05-12,Tue,N,ATL,NYN,16,0.7666666666666667,9.7,5.066666666666666,32,39408
152948,2009-05-12,Tue,N,LAN,PHI,16,1.4666666666666666,9.033333333333333,5.733333333333333,30,45191
152949,2009-05-12,Tue,N,SLN,PIT,11,0.6666666666666666,8.366666666666667,4.133333333333334,32,11718
152950,2009-05-12,Tue,N,WAS,SFN,16,0.43333333333333335,8.366666666666667,3.6666666666666665,32,25701
152951,2009-05-12,Tue,N,BOS,ANA,16,0.7666666666666667,9.466666666666667,4.933333333333334,31,33411
152952,2009-05-12,Tue,N,TBA,BAL,11,1.1,9.033333333333333,4.833333333333333,33,17122
152953,2009-05-12,Tue,N,CHA,CLE,12,0.9,9.466666666666667,5.2,34,16760
152954,2009-05-12,Tue,N,DET,MIN,14,0.8666666666666667,9.233333333333333,4.666666666666667,33,24807
152955,2009-05-12,Tue,N,KCA,OAK,11,0.6333333333333333,8.4,4.133333333333334,30,10156
152956,2009-05-12,Tue,N,SEA,TEX,16,1.7,9.766666666666667,5.533333333333333,32,16564
152957,2009-05-12,Tue,N,NYA,TOR,19,1.2333333333333334,10.9,6,35,43737
152958,2009-05-13,Wed,N,CIN,ARI,11,0.9,7.8,3.533333333333333,35,20443
152959,2009-05-13,Wed,N,SDN,CHN,17,1.2,8.666666666666666,4.966666666666667,33,38410
152960,2009-05-13,Wed,N,HOU,COL,13,1.3333333333333333,8.566666666666666,5,32,19226
152961,2009-05-13,Wed,N,MIA,MIL,18,1.4,8.766666666666667,5.1,34,32825
152962,2009-05-13,Wed,D,ATL,NYN,16,0.7333333333333333,9.666666666666666,4.9,33,40555
152963,2009-05-13,Wed,N,LAN,PHI,16,1.4,8.8,5.633333333333334,31,45273
152964,2009-05-13,Wed,N,SLN,PIT,12,0.7,8.566666666666666,4.266666666666667,33,10494
152965,2009-05-13,Wed,D,WAS,SFN,17,0.5,8.533333333333333,3.9,33,30120
152966,2009-05-13,Wed,N,BOS,ANA,15,0.7333333333333333,9.366666666666667,4.933333333333334,32,35666
152967,2009-05-13,Wed,N,TBA,BAL,12,1.1333333333333333,9.166666666666666,5,34,13237
152968,2009-05-13,Wed,D,CHA,CLE,12,0.8,9.5,5.1,35,23884
152969,2009-05-13,Wed,N,DET,MIN,14,0.8666666666666667,9.2,4.666666666666667,34,22178
152970,2009-05-13,Wed,N,KCA,OAK,12,0.6333333333333333,8.5,4.433333333333334,31,16057
152971,2009-05-13,Wed,N,SEA,TEX,16,1.6666666666666667,9.933333333333334,5.5,33,25865
152972,2009-05-13,Wed,N,NYA,TOR,19,1.2,10.6,5.733333333333333,36,20164
152973,2009-05-14,Thu,D,SDN,CHN,17,1.2666666666666666,8.366666666666667,4.8,34,39728
152974,2009-05-14,Thu,D,HOU,COL,12,1.3666666666666667,8.766666666666667,5.266666666666667,33,22696
152975,2009-05-14,Thu,D,MIA,MIL,18,1.4,8.933333333333334,5.233333333333333,35,35658
152976,2009-05-14,Thu,D,LAN,PHI,16,1.4666666666666666,8.833333333333334,5.666666666666667,32,45307
152977,2009-05-14,Thu,N,SLN,PIT,12,0.6666666666666666,8.366666666666667,4.2,34,12347
152978,2009-05-14,Thu,N,NYN,SFN,16,0.5,8.333333333333334,3.7666666666666666,34,30154
152979,2009-05-14,Thu,D,BOS,ANA,16,0.8,9.566666666666666,5.066666666666666,33,35124
152980,2009-05-14,Thu,N,BAL,KCA,16,1,8.866666666666667,4.8,35,24431
152981,2009-05-14,Thu,D,DET,MIN,15,0.9666666666666667,9.6,5.133333333333334,35,26046
152982,2009-05-14,Thu,N,CLE,TBA,14,1.1,9.8,5.466666666666667,36,17169
152983,2009-05-14,Thu,D,SEA,TEX,16,1.6333333333333333,9.866666666666667,5.3,34,21002
152984,2009-05-14,Thu,N,NYA,TOR,18,1.2,10.466666666666667,5.633333333333334,37,22667
152985,2009-05-15,Fri,N,ARI,ATL,14,0.6,8.7,4.233333333333333,35,32593
152986,2009-05-15,Fri,N,LAN,MIA,13,0.8666666666666667,7.833333333333333,4.133333333333334,36,20039
152987,2009-05-15,Fri,N,COL,PIT,12,0.6666666666666666,8.733333333333333,4.2,35,17179
152988,2009-05-15,Fri,N,CIN,SDN,10,1.1,8.166666666666666,3.7666666666666666,36,27021
152989,2009-05-15,Fri,N,NYN,SFN,16,0.5,8.433333333333334,3.8,35,41684
